% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
1.011	1	1	102	2	3	28	2196	0	0
1.012	1	7	102	3	32	20	1191	0	0
1.013	1	13	102	4	35	16	903	0	0
1.014	1	12	102	5	51	16	903	0	0
1.015	1	9	102	6	63	18	967	0	0
1.016	1	3	102	7	223	24	1620	0	0
1.017	1	15	102	8	19	14	775	0	0
1.018	1	16	102	9	34	14	775	0	0
1.019	1	4	102	10	259	22	1383	0	0
1.02	1	22	103	1	33	12	597	0	0
1.021	1	6	103	2	241	20	1191	0	0
1.022	1	5	103	3	304	22	1383	0	0
1.023	1	19	103	4	108	14	775	0	0
1.024	1	26	103	5	4	10	469	0	0
1.025	1	2	103	6	373	24	1620	0	0
1.026	1	25	103	7	18	10	469	0	0
1.027	1	24	103	8	96	12	597	0	0
1.028	1	33	103	9	1	8	421	0	0
1.029	1	36	103	10	2	8	421	0	0
1.03	1	31	104	1	52	10	469	0	0
1.031	1	11	104	2	302	16	903	0	0
1.032	1	23	104	3	166	12	597	0	0
1.033	1	10	104	4	331	18	967	0	0
1.034	1	17	104	5	261	14	775	0	0
1.035	1	18	104	6	280	14	775	0	0
1.036	1	39	104	7	97	8	421	0	0
1.037	1	14	104	8	316	14	775	0	0
1.038	1	34	104	9	143	8	421	0	0
1.039	1	8	104	10	389	18	967	0	0
1.04	1	20	105	1	281	12	597	0	0
1.041	1	48	105	2	62	6	309	0	0
1.042	1	43	105	3	64	6	309	0	0
1.043	1	44	105	4	82	6	309	0	0
1.044	1	35	105	5	199	8	421	0	0
1.045	1	50	105	6	95	6	309	0	0
1.046	1	21	105	7	345	12	597	0	0
1.047	1	32	105	8	242	8	421	0	0
1.048	1	42	105	9	260	8	421	0	0
1.049	1	49	105	10	145	6	309	0	0
1.05	1	29	106	1	317	10	469	0	0
1.051	1	30	106	2	332	10	469	0	0
1.052	1	55	106	3	79	4	217	0	0
1.053	1	37	106	4	318	8	421	0	0
1.054	1	41	106	5	330	8	421	0	0
1.055	1	59	106	6	107	4	217	0	0
1.056	1	47	106	7	243	6	309	0	0
1.057	1	53	106	8	128	4	217	0	0
1.058	1	63	106	9	129	4	217	0	0
1.059	1	27	106	10	383	10	469	0	0
1.06	1	28	107	1	384	10	469	0	0
1.061	1	40	107	2	359	8	421	0	0
1.062	1	75	107	3	20	2	133	0	0
1.063	1	71	107	4	21	2	133	0	0
1.064	1	38	107	5	375	8	421	0	0
1.065	1	51	107	6	282	6	309	0	0
1.066	1	54	107	7	182	4	217	0	0
1.067	1	56	107	8	185	4	217	0	0
1.068	1	60	107	9	201	4	217	0	0
1.069	1	61	107	10	202	4	217	0	0
1.07	1	52	108	1	225	4	217	0	0
1.071	1	62	108	2	244	4	217	0	0
1.072	1	46	108	3	374	6	309	0	0
1.073	1	76	108	4	142	2	133	0	0
1.074	1	45	108	5	391	6	309	0	0
1.075	1	73	108	6	164	2	133	0	0
1.076	1	74	108	7	167	2	133	0	0
1.077	1	64	108	8	333	4	217	0	0
1.078	1	70	108	9	183	2	133	0	0
1.079	1	57	108	10	343	4	217	0	0
1.08	1	58	109	1	346	4	217	0	0
1.081	1	72	109	2	200	2	133	0	0
1.082	1	78	109	3	222	2	133	0	0
1.083	1	67	109	4	258	2	133	0	0
1.084	1	77	109	5	279	2	133	0	0
1.085	1	100	109	6	50	0	81	0	0
1.086	1	99	109	7	53	0	81	0	0
1.087	1	68	109	8	301	2	133	0	0
1.088	1	88	109	9	65	0	81	0	0
1.089	1	97	109	10	80	0	81	0	0
1.09	1	85	110	1	81	0	81	0	0
1.091	1	96	110	2	98	0	81	0	0
1.092	1	79	110	3	344	2	133	0	0
1.093	1	95	110	4	106	0	81	0	0
1.094	1	80	110	5	109	0	81	0	0
1.095	1	89	110	6	127	0	81	0	0
1.096	1	66	110	7	372	2	133	0	0
1.097	1	86	110	8	144	0	81	0	0
1.098	1	69	110	9	381	2	133	0	0
1.099	1	91	110	10	165	0	81	0	0
1.1	1	65	111	1	388	2	133	0	0
1.101	1	92	111	2	184	0	81	0	0
1.102	1	98	111	3	224	0	81	0	0
1.103	1	83	111	4	303	0	81	0	0
1.104	1	87	111	5	315	0	81	0	0
1.105	1	84	111	6	360	0	81	0	0
1.106	1	93	111	7	361	0	81	0	0
1.107	1	81	111	8	362	0	81	0	0
1.108	1	90	111	9	382	0	81	0	0
1.109	1	94	111	10	390	0	81	0	0
1.11	1	82	112	1	393	0	81	0	0
1.111	1	1	112	2	3	28	2196	0	0
1.112	1	13	112	3	35	16	903	0	0
1.113	1	7	112	4	32	20	1191	0	0
1.114	1	12	112	5	51	16	903	0	0
1.115	1	9	112	6	63	18	967	0	0
1.116	1	3	112	7	223	24	1620	0	0
1.117	1	4	112	8	259	22	1383	0	0
1.118	1	15	112	9	19	14	775	0	0
1.119	1	6	112	10	241	20	1191	0	0
1.12	1	16	113	1	34	14	775	0	0
1.121	1	5	113	2	304	22	1383	0	0
1.122	1	22	113	3	33	12	597	0	0
1.123	1	2	113	4	373	24	1620	0	0
1.124	1	19	113	5	108	14	775	0	0
1.125	1	26	113	6	4	10	469	0	0
1.126	1	11	113	7	302	16	903	0	0
1.127	1	25	113	8	18	10	469	0	0
1.128	1	24	113	9	96	12	597	0	0
1.129	1	10	113	10	331	18	967	0	0
1.13	1	31	114	1	52	10	469	0	0
1.131	1	33	114	2	1	8	421	0	0
1.132	1	23	114	3	166	12	597	0	0
1.133	1	36	114	4	2	8	421	0	0
1.134	1	17	114	5	261	14	775	0	0
1.135	1	18	114	6	280	14	775	0	0
1.136	1	8	114	7	389	18	967	0	0
1.137	1	14	114	8	316	14	775	0	0
1.138	1	39	114	9	97	8	421	0	0
1.139	1	20	114	10	281	12	597	0	0
1.14	1	34	115	1	143	8	421	0	0
1.141	1	21	115	2	345	12	597	0	0
1.142	1	35	115	3	199	8	421	0	0
1.143	1	29	115	4	317	10	469	0	0
1.144	1	32	115	5	242	8	421	0	0
1.145	1	30	115	6	332	10	469	0	0
1.146	1	48	115	7	62	6	309	0	0
1.147	1	42	115	8	260	8	421	0	0
1.148	1	43	115	9	64	6	309	0	0
1.149	1	44	115	10	82	6	309	0	0
1.15	1	50	116	1	95	6	309	0	0
1.151	1	37	116	2	318	8	421	0	0
1.152	1	41	116	3	330	8	421	0	0
1.153	1	27	116	4	383	10	469	0	0
1.154	1	49	116	5	145	6	309	0	0
1.155	1	28	116	6	384	10	469	0	0
1.156	1	40	116	7	359	8	421	0	0
1.157	1	55	116	8	79	4	217	0	0
1.158	1	47	116	9	243	6	309	0	0
1.159	1	38	116	10	375	8	421	0	0
1.16	1	53	117	1	128	4	217	0	0
1.161	1	1	117	2	3	28	2196	0	0
1.162	1	13	117	3	35	16	903	0	0
1.163	1	12	117	4	51	16	903	0	0
1.164	1	7	117	5	32	20	1191	0	0
1.165	1	9	117	6	63	18	967	0	0
1.166	1	3	117	7	223	24	1620	0	0
1.167	1	4	117	8	259	22	1383	0	0
1.168	1	6	117	9	241	20	1191	0	0
1.169	1	5	117	10	304	22	1383	0	0
1.17	1	15	118	1	19	14	775	0	0
1.171	1	2	118	2	373	24	1620	0	0
1.172	1	16	118	3	34	14	775	0	0
1.173	1	22	118	4	33	12	597	0	0
1.174	1	11	118	5	302	16	903	0	0
1.175	1	19	118	6	108	14	775	0	0
1.176	1	26	118	7	4	10	469	0	0
1.177	1	10	118	8	331	18	967	0	0
1.178	1	25	118	9	18	10	469	0	0
1.179	1	24	118	10	96	12	597	0	0
1.18	1	31	119	1	52	10	469	0	0
1.181	1	23	119	2	166	12	597	0	0
1.182	1	8	119	3	389	18	967	0	0
1.183	1	33	119	4	1	8	421	0	0
1.184	1	17	119	5	261	14	775	0	0
1.185	1	18	119	6	280	14	775	0	0
1.186	1	36	119	7	2	8	421	0	0
1.187	1	14	119	8	316	14	775	0	0
1.188	1	20	119	9	281	12	597	0	0
1.189	1	39	119	10	97	8	421	0	0
1.19	1	21	120	1	345	12	597	0	0
1.191	1	34	120	2	143	8	421	0	0
1.192	1	29	120	3	317	10	469	0	0
1.193	1	35	120	4	199	8	421	0	0
1.194	1	30	120	5	332	10	469	0	0
1.195	1	32	120	6	242	8	421	0	0
1.196	1	42	120	7	260	8	421	0	0
1.197	1	27	120	8	383	10	469	0	0
1.198	1	48	120	9	62	6	309	0	0
1.199	1	37	120	10	318	8	421	0	0
1.2	1	41	121	1	330	8	421	0	0
1.201	1	28	121	2	384	10	469	0	0
1.202	1	43	121	3	64	6	309	0	0
1.203	1	44	121	4	82	6	309	0	0
1.204	1	50	121	5	95	6	309	0	0
1.205	1	40	121	6	359	8	421	0	0
1.206	1	49	121	7	145	6	309	0	0
1.207	1	38	121	8	375	8	421	0	0
1.208	1	47	121	9	243	6	309	0	0
1.209	1	55	121	10	79	4	217	0	0
1.21	1	53	122	1	128	4	217	0	0
1.211	1	1	122	2	3	28	2196	0	0
1.212	1	13	122	3	35	16	903	0	0
1.213	1	12	122	4	51	16	903	0	0
1.214	1	7	122	5	32	20	1191	0	0
1.215	1	9	122	6	63	18	967	0	0
1.216	1	3	122	7	223	24	1620	0	0
1.217	1	4	122	8	259	22	1383	0	0
1.218	1	6	122	9	241	20	1191	0	0
1.219	1	5	122	10	304	22	1383	0	0
1.22	1	2	123	1	373	24	1620	0	0
1.221	1	15	123	2	19	14	775	0	0
1.222	1	11	123	3	302	16	903	0	0
1.223	1	16	123	4	34	14	775	0	0
1.224	1	22	123	5	33	12	597	0	0
1.225	1	19	123	6	108	14	775	0	0
1.226	1	10	123	7	331	18	967	0	0
1.227	1	26	123	8	4	10	469	0	0
1.228	1	8	123	9	389	18	967	0	0
1.229	1	17	123	10	261	14	775	0	0
1.23	1	18	124	1	280	14	775	0	0
1.231	1	14	124	2	316	14	775	0	0
1.232	1	25	124	3	18	10	469	0	0
1.233	1	24	124	4	96	12	597	0	0
1.234	1	48	124	5	62	6	309	0	0
1.235	1	23	124	6	166	12	597	0	0
1.236	1	43	124	7	64	6	309	0	0
1.237	1	20	124	8	281	12	597	0	0
1.238	1	44	124	9	82	6	309	0	0
1.239	1	21	124	10	345	12	597	0	0
1.24	1	50	125	1	95	6	309	0	0
1.241	1	31	125	2	52	10	469	0	0
1.242	1	49	125	3	145	6	309	0	0
1.243	1	47	125	4	243	6	309	0	0
1.244	1	55	125	5	79	4	217	0	0
1.245	1	53	125	6	128	4	217	0	0
1.246	1	29	125	7	317	10	469	0	0
1.247	1	30	125	8	332	10	469	0	0
1.248	1	7	125	9	32	20	1191	0	0
1.249	1	33	125	10	1	8	421	0	0
1.25	1	36	126	1	2	8	421	0	0
1.251	1	39	126	2	97	8	421	0	0
1.252	1	34	126	3	143	8	421	0	0
1.253	1	35	126	4	199	8	421	0	0
1.254	1	1	126	5	3	28	2196	0	0
1.255	1	12	126	6	51	16	903	0	0
1.256	1	9	126	7	63	18	967	0	0
1.257	1	27	126	8	383	10	469	0	0
1.258	1	28	126	9	384	10	469	0	0
1.259	1	13	126	10	35	16	903	0	0
1.26	1	3	127	1	223	24	1620	0	0
1.261	1	32	127	2	242	8	421	0	0
1.262	1	42	127	3	260	8	421	0	0
1.263	1	37	127	4	318	8	421	0	0
1.264	1	41	127	5	330	8	421	0	0
1.265	1	4	127	6	259	22	1383	0	0
1.266	1	6	127	7	241	20	1191	0	0
1.267	1	5	127	8	304	22	1383	0	0
1.268	1	2	127	9	373	24	1620	0	0
1.269	1	11	127	10	302	16	903	0	0
1.27	1	15	128	1	19	14	775	0	0
1.271	1	40	128	2	359	8	421	0	0
1.272	1	38	128	3	375	8	421	0	0
1.273	1	16	128	4	34	14	775	0	0
1.274	1	22	128	5	33	12	597	0	0
1.275	1	10	128	6	331	18	967	0	0
1.276	1	19	128	7	108	14	775	0	0
1.277	1	26	128	8	4	10	469	0	0
1.278	1	8	128	9	389	18	967	0	0
1.279	1	25	128	10	18	10	469	0	0
1.28	1	24	129	1	96	12	597	0	0
1.281	1	17	129	2	261	14	775	0	0
1.282	1	18	129	3	280	14	775	0	0
1.283	1	23	129	4	166	12	597	0	0
1.284	1	14	129	5	316	14	775	0	0
1.285	1	31	129	6	52	10	469	0	0
1.286	1	20	129	7	281	12	597	0	0
1.287	1	21	129	8	345	12	597	0	0
1.288	1	33	129	9	1	8	421	0	0
1.289	1	29	129	10	317	10	469	0	0
1.29	1	36	130	1	2	8	421	0	0
1.291	1	30	130	2	332	10	469	0	0
1.292	1	39	130	3	97	8	421	0	0
1.293	1	34	130	4	143	8	421	0	0
1.294	1	35	130	5	199	8	421	0	0
1.295	1	27	130	6	383	10	469	0	0
1.296	1	28	130	7	384	10	469	0	0
1.297	1	32	130	8	242	8	421	0	0
1.298	1	42	130	9	260	8	421	0	0
1.299	1	1	130	10	3	28	2196	0	0
1.3	1	37	131	1	318	8	421	0	0
1.301	1	41	131	2	330	8	421	0	0
1.302	1	7	131	3	32	20	1191	0	0
1.303	1	12	131	4	51	16	903	0	0
1.304	1	13	131	5	35	16	903	0	0
1.305	1	55	131	6	79	4	217	0	0
1.306	1	9	131	7	63	18	967	0	0
1.307	1	53	131	8	128	4	217	0	0
1.308	1	3	131	9	223	24	1620	0	0
1.309	1	40	131	10	359	8	421	0	0
1.31	1	38	132	1	375	8	421	0	0
1.311	1	4	132	2	259	22	1383	0	0
1.312	1	6	132	3	241	20	1191	0	0
1.313	1	5	132	4	304	22	1383	0	0
1.314	1	2	132	5	373	24	1620	0	0
1.315	1	11	132	6	302	16	903	0	0
1.316	1	15	132	7	19	14	775	0	0
1.317	1	16	132	8	34	14	775	0	0
1.318	1	10	132	9	331	18	967	0	0
1.319	1	19	132	10	108	14	775	0	0
1.32	1	8	133	1	389	18	967	0	0
1.321	1	26	133	2	4	10	469	0	0
1.322	1	22	133	3	33	12	597	0	0
1.323	1	25	133	4	18	10	469	0	0
1.324	1	17	133	5	261	14	775	0	0
1.325	1	18	133	6	280	14	775	0	0
1.326	1	14	133	7	316	14	775	0	0
1.327	1	31	133	8	52	10	469	0	0
1.328	1	29	133	9	317	10	469	0	0
1.329	1	33	133	10	1	8	421	0	0
1.33	1	30	134	1	332	10	469	0	0
1.331	1	24	134	2	96	12	597	0	0
1.332	1	23	134	3	166	12	597	0	0
1.333	1	36	134	4	2	8	421	0	0
1.334	1	20	134	5	281	12	597	0	0
1.335	1	21	134	6	345	12	597	0	0
1.336	1	39	134	7	97	8	421	0	0
1.337	1	34	134	8	143	8	421	0	0
1.338	1	35	134	9	199	8	421	0	0
1.339	1	27	134	10	383	10	469	0	0
1.34	1	28	135	1	384	10	469	0	0
1.341	1	1	135	2	3	28	2196	0	0
1.342	1	32	135	3	242	8	421	0	0
1.343	1	42	135	4	260	8	421	0	0
1.344	1	7	135	5	32	20	1191	0	0
1.345	1	12	135	6	51	16	903	0	0
1.346	1	37	135	7	318	8	421	0	0
1.347	1	41	135	8	330	8	421	0	0
1.348	1	9	135	9	63	18	967	0	0
1.349	1	3	135	10	223	24	1620	0	0
1.35	1	4	136	1	259	22	1383	0	0
1.351	1	40	136	2	359	8	421	0	0
1.352	1	6	136	3	241	20	1191	0	0
1.353	1	13	136	4	35	16	903	0	0
1.354	1	38	136	5	375	8	421	0	0
1.355	1	5	136	6	304	22	1383	0	0
1.356	1	2	136	7	373	24	1620	0	0
1.357	1	11	136	8	302	16	903	0	0
1.358	1	15	136	9	19	14	775	0	0
1.359	1	10	136	10	331	18	967	0	0
1.36	1	16	137	1	34	14	775	0	0
1.361	1	8	137	2	389	18	967	0	0
1.362	1	19	137	3	108	14	775	0	0
1.363	1	22	137	4	33	12	597	0	0
1.364	1	17	137	5	261	14	775	0	0
1.365	1	18	137	6	280	14	775	0	0
1.366	1	24	137	7	96	12	597	0	0
1.367	1	14	137	8	316	14	775	0	0
1.368	1	23	137	9	166	12	597	0	0
1.369	1	20	137	10	281	12	597	0	0
1.37	1	21	138	1	345	12	597	0	0
1.371	1	1	138	2	3	28	2196	0	0
1.372	1	12	138	3	51	16	903	0	0
1.373	1	7	138	4	32	20	1191	0	0
1.374	1	13	138	5	35	16	903	0	0
1.375	1	9	138	6	63	18	967	0	0
1.376	1	3	138	7	223	24	1620	0	0
1.377	1	4	138	8	259	22	1383	0	0
1.378	1	6	138	9	241	20	1191	0	0
1.379	1	26	138	10	4	10	469	0	0
1.38	1	25	139	1	18	10	469	0	0
1.381	1	5	139	2	304	22	1383	0	0
1.382	1	2	139	3	373	24	1620	0	0
1.383	1	11	139	4	302	16	903	0	0
1.384	1	10	139	5	331	18	967	0	0
1.385	1	29	139	6	317	10	469	0	0
1.386	1	30	139	7	332	10	469	0	0
1.387	1	15	139	8	19	14	775	0	0
1.388	1	16	139	9	34	14	775	0	0
1.389	1	8	139	10	389	18	967	0	0
1.39	1	19	140	1	108	14	775	0	0
1.391	1	22	140	2	33	12	597	0	0
1.392	1	17	140	3	261	14	775	0	0
1.393	1	18	140	4	280	14	775	0	0
1.394	1	24	140	5	96	12	597	0	0
1.395	1	14	140	6	316	14	775	0	0
1.396	1	26	140	7	4	10	469	0	0
1.397	1	27	140	8	383	10	469	0	0
1.398	1	33	140	9	1	8	421	0	0
1.399	1	31	140	10	52	10	469	0	0
1.4	1	36	141	1	2	8	421	0	0
1.401	1	39	141	2	97	8	421	0	0
1.402	1	34	141	3	143	8	421	0	0
1.403	1	35	141	4	199	8	421	0	0
1.404	1	28	141	5	384	10	469	0	0
1.405	1	23	141	6	166	12	597	0	0
1.406	1	25	141	7	18	10	469	0	0
1.407	1	20	141	8	281	12	597	0	0
1.408	1	21	141	9	345	12	597	0	0
1.409	1	1	141	10	3	28	2196	0	0
1.41	1	29	142	1	317	10	469	0	0
1.411	1	30	142	2	332	10	469	0	0
1.412	1	12	142	3	51	16	903	0	0
1.413	1	32	142	4	242	8	421	0	0
1.414	1	42	142	5	260	8	421	0	0
1.415	1	37	142	6	318	8	421	0	0
1.416	1	41	142	7	330	8	421	0	0
1.417	1	40	142	8	359	8	421	0	0
1.418	1	7	142	9	32	20	1191	0	0
1.419	1	31	142	10	52	10	469	0	0
1.42	1	13	143	1	35	16	903	0	0
1.421	1	9	143	2	63	18	967	0	0
1.422	1	3	143	3	223	24	1620	0	0
1.423	1	33	143	4	1	8	421	0	0
1.424	1	38	143	5	375	8	421	0	0
1.425	1	4	143	6	259	22	1383	0	0
1.426	1	27	143	7	383	10	469	0	0
1.427	1	6	143	8	241	20	1191	0	0
1.428	1	36	143	9	2	8	421	0	0
1.429	1	5	143	10	304	22	1383	0	0
1.43	1	39	144	1	97	8	421	0	0
1.431	1	2	144	2	373	24	1620	0	0
1.432	1	11	144	3	302	16	903	0	0
1.433	1	34	144	4	143	8	421	0	0
1.434	1	28	144	5	384	10	469	0	0
1.435	1	35	144	6	199	8	421	0	0
1.436	1	10	144	7	331	18	967	0	0
1.437	1	15	144	8	19	14	775	0	0
1.438	1	8	144	9	389	18	967	0	0
1.439	1	16	144	10	34	14	775	0	0
1.44	1	32	145	1	242	8	421	0	0
1.441	1	42	145	2	260	8	421	0	0
1.442	1	19	145	3	108	14	775	0	0
1.443	1	22	145	4	33	12	597	0	0
1.444	1	37	145	5	318	8	421	0	0
1.445	1	41	145	6	330	8	421	0	0
1.446	1	17	145	7	261	14	775	0	0
1.447	1	18	145	8	280	14	775	0	0
1.448	1	40	145	9	359	8	421	0	0
1.449	1	24	145	10	96	12	597	0	0
1.45	1	14	146	1	316	14	775	0	0
1.451	1	26	146	2	4	10	469	0	0
1.452	1	38	146	3	375	8	421	0	0
1.453	1	23	146	4	166	12	597	0	0
1.454	1	25	146	5	18	10	469	0	0
1.455	1	20	146	6	281	12	597	0	0
1.456	1	1	146	7	3	28	2196	0	0
1.457	1	21	146	8	345	12	597	0	0
1.458	1	12	146	9	51	16	903	0	0
1.459	1	29	146	10	317	10	469	0	0
1.46	1	30	147	1	332	10	469	0	0
1.461	1	7	147	2	32	20	1191	0	0
1.462	1	13	147	3	35	16	903	0	0
1.463	1	31	147	4	52	10	469	0	0
1.464	1	9	147	5	63	18	967	0	0
1.465	1	3	147	6	223	24	1620	0	0
1.466	1	4	147	7	259	22	1383	0	0
1.467	1	33	147	8	1	8	421	0	0
1.468	1	6	147	9	241	20	1191	0	0
1.469	1	27	147	10	383	10	469	0	0
1.47	1	5	148	1	304	22	1383	0	0
1.471	1	2	148	2	373	24	1620	0	0
1.472	1	11	148	3	302	16	903	0	0
1.473	1	36	148	4	2	8	421	0	0
1.474	1	39	148	5	97	8	421	0	0
1.475	1	28	148	6	384	10	469	0	0
1.476	1	34	148	7	143	8	421	0	0
1.477	1	10	148	8	331	18	967	0	0
1.478	1	35	148	9	199	8	421	0	0
1.479	1	8	148	10	389	18	967	0	0
1.48	1	15	149	1	19	14	775	0	0
1.481	1	16	149	2	34	14	775	0	0
1.482	1	32	149	3	242	8	421	0	0
1.483	1	19	149	4	108	14	775	0	0
1.484	1	42	149	5	260	8	421	0	0
1.485	1	22	149	6	33	12	597	0	0
1.486	1	37	149	7	318	8	421	0	0
1.487	1	41	149	8	330	8	421	0	0
1.488	1	17	149	9	261	14	775	0	0
1.489	1	18	149	10	280	14	775	0	0
1.49	1	24	150	1	96	12	597	0	0
1.491	1	14	150	2	316	14	775	0	0
1.492	1	40	150	3	359	8	421	0	0
1.493	1	26	150	4	4	10	469	0	0
1.494	1	23	150	5	166	12	597	0	0
1.495	1	38	150	6	375	8	421	0	0
1.496	1	1	150	7	3	28	2196	0	0
1.497	1	25	150	8	18	10	469	0	0
1.498	1	20	150	9	281	12	597	0	0
1.499	1	21	150	10	345	12	597	0	0
1.5	1	12	151	1	51	16	903	0	0
1.501	1	29	151	2	317	10	469	0	0
1.502	1	30	151	3	332	10	469	0	0
1.503	1	7	151	4	32	20	1191	0	0
1.504	1	13	151	5	35	16	903	0	0
1.505	1	9	151	6	63	18	967	0	0
1.506	1	31	151	7	52	10	469	0	0
1.507	1	3	151	8	223	24	1620	0	0
1.508	1	4	151	9	259	22	1383	0	0
1.509	1	6	151	10	241	20	1191	0	0
1.51	1	5	152	1	304	22	1383	0	0
1.511	1	27	152	2	383	10	469	0	0
1.512	1	33	152	3	1	8	421	0	0
1.513	1	11	152	4	302	16	903	0	0
1.514	1	2	152	5	373	24	1620	0	0
1.515	1	36	152	6	2	8	421	0	0
1.516	1	28	152	7	384	10	469	0	0
1.517	1	39	152	8	97	8	421	0	0
1.518	1	10	152	9	331	18	967	0	0
1.519	1	34	152	10	143	8	421	0	0
1.52	1	8	153	1	389	18	967	0	0
1.521	1	35	153	2	199	8	421	0	0
1.522	1	15	153	3	19	14	775	0	0
1.523	1	16	153	4	34	14	775	0	0
1.524	1	19	153	5	108	14	775	0	0
1.525	1	32	153	6	242	8	421	0	0
1.526	1	22	153	7	33	12	597	0	0
1.527	1	42	153	8	260	8	421	0	0
1.528	1	37	153	9	318	8	421	0	0
1.529	1	17	153	10	261	14	775	0	0
1.53	1	41	154	1	330	8	421	0	0
1.531	1	18	154	2	280	14	775	0	0
1.532	1	24	154	3	96	12	597	0	0
1.533	1	14	154	4	316	14	775	0	0
1.534	1	26	154	5	4	10	469	0	0
1.535	1	40	154	6	359	8	421	0	0
1.536	1	1	154	7	3	28	2196	0	0
1.537	1	23	154	8	166	12	597	0	0
1.538	1	25	154	9	18	10	469	0	0
1.539	1	38	154	10	375	8	421	0	0
1.54	1	20	155	1	281	12	597	0	0
1.541	1	12	155	2	51	16	903	0	0
1.542	1	21	155	3	345	12	597	0	0
1.543	1	29	155	4	317	10	469	0	0
1.544	1	7	155	5	32	20	1191	0	0
1.545	1	13	155	6	35	16	903	0	0
1.546	1	30	155	7	332	10	469	0	0
1.547	1	9	155	8	63	18	967	0	0
1.548	1	3	155	9	223	24	1620	0	0
1.549	1	31	155	10	52	10	469	0	0
1.55	1	4	156	1	259	22	1383	0	0
1.551	1	6	156	2	241	20	1191	0	0
1.552	1	5	156	3	304	22	1383	0	0
1.553	1	11	156	4	302	16	903	0	0
1.554	1	27	156	5	383	10	469	0	0
1.555	1	2	156	6	373	24	1620	0	0
1.556	1	33	156	7	1	8	421	0	0
1.557	1	10	156	8	331	18	967	0	0
1.558	1	28	156	9	384	10	469	0	0
1.559	1	36	156	10	2	8	421	0	0
1.56	1	39	157	1	97	8	421	0	0
1.561	1	8	157	2	389	18	967	0	0
1.562	1	34	157	3	143	8	421	0	0
1.563	1	15	157	4	19	14	775	0	0
1.564	1	35	157	5	199	8	421	0	0
1.565	1	16	157	6	34	14	775	0	0
1.566	1	19	157	7	108	14	775	0	0
1.567	1	22	157	8	33	12	597	0	0
1.568	1	32	157	9	242	8	421	0	0
1.569	1	42	157	10	260	8	421	0	0
1.57	1	17	158	1	261	14	775	0	0
1.571	1	37	158	2	318	8	421	0	0
1.572	1	18	158	3	280	14	775	0	0
1.573	1	41	158	4	330	8	421	0	0
1.574	1	24	158	5	96	12	597	0	0
1.575	1	14	158	6	316	14	775	0	0
1.576	1	1	158	7	3	28	2196	0	0
1.577	1	26	158	8	4	10	469	0	0
1.578	1	40	158	9	359	8	421	0	0
1.579	1	23	158	10	166	12	597	0	0
1.58	1	25	159	1	18	10	469	0	0
1.581	1	12	159	2	51	16	903	0	0
1.582	1	20	159	3	281	12	597	0	0
1.583	1	38	159	4	375	8	421	0	0
1.584	1	21	159	5	345	12	597	0	0
1.585	1	13	159	6	35	16	903	0	0
1.586	1	7	159	7	32	20	1191	0	0
1.587	1	29	159	8	317	10	469	0	0
1.588	1	30	159	9	332	10	469	0	0
1.589	1	9	159	10	63	18	967	0	0
1.59	1	3	160	1	223	24	1620	0	0
1.591	1	4	160	2	259	22	1383	0	0
1.592	1	31	160	3	52	10	469	0	0
1.593	1	6	160	4	241	20	1191	0	0
1.594	1	5	160	5	304	22	1383	0	0
1.595	1	11	160	6	302	16	903	0	0
1.596	1	2	160	7	373	24	1620	0	0
1.597	1	27	160	8	383	10	469	0	0
1.598	1	33	160	9	1	8	421	0	0
1.599	1	10	160	10	331	18	967	0	0
1.6	1	28	161	1	384	10	469	0	0
1.601	1	8	161	2	389	18	967	0	0
1.602	1	36	161	3	2	8	421	0	0
1.603	1	39	161	4	97	8	421	0	0
1.604	1	34	161	5	143	8	421	0	0
1.605	1	15	161	6	19	14	775	0	0
1.606	1	16	161	7	34	14	775	0	0
1.607	1	35	161	8	199	8	421	0	0
1.608	1	19	161	9	108	14	775	0	0
1.609	1	22	161	10	33	12	597	0	0
1.61	1	32	162	1	242	8	421	0	0
1.611	1	17	162	2	261	14	775	0	0
1.612	1	42	162	3	260	8	421	0	0
1.613	1	18	162	4	280	14	775	0	0
1.614	1	37	162	5	318	8	421	0	0
1.615	1	1	162	6	3	28	2196	0	0
1.616	1	24	162	7	96	12	597	0	0
1.617	1	41	162	8	330	8	421	0	0
1.618	1	14	162	9	316	14	775	0	0
1.619	1	26	162	10	4	10	469	0	0
1.62	1	12	163	1	51	16	903	0	0
1.621	1	23	163	2	166	12	597	0	0
1.622	1	40	163	3	359	8	421	0	0
1.623	1	25	163	4	18	10	469	0	0
1.624	1	20	163	5	281	12	597	0	0
1.625	1	13	163	6	35	16	903	0	0
1.626	1	21	163	7	345	12	597	0	0
1.627	1	38	163	8	375	8	421	0	0
1.628	1	7	163	9	32	20	1191	0	0
1.629	1	29	163	10	317	10	469	0	0
1.63	1	9	164	1	63	18	967	0	0
1.631	1	30	164	2	332	10	469	0	0
1.632	1	3	164	3	223	24	1620	0	0
1.633	1	4	164	4	259	22	1383	0	0
1.634	1	31	164	5	52	10	469	0	0
1.635	1	6	164	6	241	20	1191	0	0
1.636	1	5	164	7	304	22	1383	0	0
1.637	1	11	164	8	302	16	903	0	0
1.638	1	2	164	9	373	24	1620	0	0
1.639	1	27	164	10	383	10	469	0	0
