% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
4.565	1	4	457	6	259	22	1383	0	0
4.566	1	33	457	7	1	8	421	0	0
4.567	1	29	457	8	317	10	469	0	0
4.568	1	36	457	9	2	8	421	0	0
4.569	1	13	457	10	35	16	903	0	0
4.57	1	30	458	1	332	10	469	0	0
4.571	1	39	458	2	97	8	421	0	0
4.572	1	1	458	3	3	28	2196	0	0
4.573	1	6	458	4	241	20	1191	0	0
4.574	1	31	458	5	52	10	469	0	0
4.575	1	34	458	6	143	8	421	0	0
4.576	1	27	458	7	383	10	469	0	0
4.577	1	28	458	8	384	10	469	0	0
4.578	1	5	458	9	304	22	1383	0	0
4.579	1	35	458	10	199	8	421	0	0
4.58	1	15	459	1	19	14	775	0	0
4.581	1	2	459	2	373	24	1620	0	0
4.582	1	16	459	3	34	14	775	0	0
4.583	1	11	459	4	302	16	903	0	0
4.584	1	19	459	5	108	14	775	0	0
4.585	1	22	459	6	33	12	597	0	0
4.586	1	10	459	7	331	18	967	0	0
4.587	1	17	459	8	261	14	775	0	0
4.588	1	32	459	9	242	8	421	0	0
4.589	1	18	459	10	280	14	775	0	0
4.59	1	8	460	1	389	18	967	0	0
4.591	1	42	460	2	260	8	421	0	0
4.592	1	24	460	3	96	12	597	0	0
4.593	1	14	460	4	316	14	775	0	0
4.594	1	37	460	5	318	8	421	0	0
4.595	1	26	460	6	4	10	469	0	0
4.596	1	7	460	7	32	20	1191	0	0
4.597	1	23	460	8	166	12	597	0	0
4.598	1	41	460	9	330	8	421	0	0
4.599	1	9	460	10	63	18	967	0	0
4.6	1	25	461	1	18	10	469	0	0
4.601	1	3	461	2	223	24	1620	0	0
4.602	1	40	461	3	359	8	421	0	0
4.603	1	20	461	4	281	12	597	0	0
4.604	1	12	461	5	51	16	903	0	0
4.605	1	21	461	6	345	12	597	0	0
4.606	1	38	461	7	375	8	421	0	0
4.607	1	4	461	8	259	22	1383	0	0
4.608	1	29	461	9	317	10	469	0	0
4.609	1	33	461	10	1	8	421	0	0
4.61	1	13	462	1	35	16	903	0	0
4.611	1	1	462	2	3	28	2196	0	0
4.612	1	36	462	3	2	8	421	0	0
4.613	1	30	462	4	332	10	469	0	0
4.614	1	6	462	5	241	20	1191	0	0
4.615	1	39	462	6	97	8	421	0	0
4.616	1	31	462	7	52	10	469	0	0
4.617	1	27	462	8	383	10	469	0	0
4.618	1	34	462	9	143	8	421	0	0
4.619	1	5	462	10	304	22	1383	0	0
4.62	1	28	463	1	384	10	469	0	0
4.621	1	2	463	2	373	24	1620	0	0
4.622	1	35	463	3	199	8	421	0	0
4.623	1	15	463	4	19	14	775	0	0
4.624	1	11	463	5	302	16	903	0	0
4.625	1	16	463	6	34	14	775	0	0
4.626	1	19	463	7	108	14	775	0	0
4.627	1	10	463	8	331	18	967	0	0
4.628	1	22	463	9	33	12	597	0	0
4.629	1	17	463	10	261	14	775	0	0
4.63	1	8	464	1	389	18	967	0	0
4.631	1	32	464	2	242	8	421	0	0
4.632	1	18	464	3	280	14	775	0	0
4.633	1	24	464	4	96	12	597	0	0
4.634	1	42	464	5	260	8	421	0	0
4.635	1	14	464	6	316	14	775	0	0
4.636	1	26	464	7	4	10	469	0	0
4.637	1	7	464	8	32	20	1191	0	0
4.638	1	37	464	9	318	8	421	0	0
4.639	1	23	464	10	166	12	597	0	0
4.64	1	9	465	1	63	18	967	0	0
4.641	1	25	465	2	18	10	469	0	0
4.642	1	3	465	3	223	24	1620	0	0
4.643	1	41	465	4	330	8	421	0	0
4.644	1	12	465	5	51	16	903	0	0
4.645	1	20	465	6	281	12	597	0	0
4.646	1	40	465	7	359	8	421	0	0
4.647	1	4	465	8	259	22	1383	0	0
4.648	1	21	465	9	345	12	597	0	0
4.649	1	38	465	10	375	8	421	0	0
4.65	1	13	466	1	35	16	903	0	0
4.651	1	29	466	2	317	10	469	0	0
4.652	1	1	466	3	3	28	2196	0	0
4.653	1	33	466	4	1	8	421	0	0
4.654	1	30	466	5	332	10	469	0	0
4.655	1	6	466	6	241	20	1191	0	0
4.656	1	36	466	7	2	8	421	0	0
4.657	1	31	466	8	52	10	469	0	0
4.658	1	39	466	9	97	8	421	0	0
4.659	1	27	466	10	383	10	469	0	0
4.66	1	5	467	1	304	22	1383	0	0
4.661	1	34	467	2	143	8	421	0	0
4.662	1	28	467	3	384	10	469	0	0
4.663	1	2	467	4	373	24	1620	0	0
4.664	1	11	467	5	302	16	903	0	0
4.665	1	15	467	6	19	14	775	0	0
4.666	1	35	467	7	199	8	421	0	0
4.667	1	16	467	8	34	14	775	0	0
4.668	1	10	467	9	331	18	967	0	0
4.669	1	19	467	10	108	14	775	0	0
4.67	1	22	468	1	33	12	597	0	0
4.671	1	17	468	2	261	14	775	0	0
4.672	1	8	468	3	389	18	967	0	0
4.673	1	18	468	4	280	14	775	0	0
4.674	1	32	468	5	242	8	421	0	0
4.675	1	24	468	6	96	12	597	0	0
4.676	1	14	468	7	316	14	775	0	0
4.677	1	42	468	8	260	8	421	0	0
4.678	1	7	468	9	32	20	1191	0	0
4.679	1	26	468	10	4	10	469	0	0
4.68	1	9	469	1	63	18	967	0	0
4.681	1	37	469	2	318	8	421	0	0
4.682	1	23	469	3	166	12	597	0	0
4.683	1	3	469	4	223	24	1620	0	0
4.684	1	25	469	5	18	10	469	0	0
4.685	1	12	469	6	51	16	903	0	0
4.686	1	41	469	7	330	8	421	0	0
4.687	1	20	469	8	281	12	597	0	0
4.688	1	4	469	9	259	22	1383	0	0
4.689	1	40	469	10	359	8	421	0	0
4.69	1	21	470	1	345	12	597	0	0
4.691	1	13	470	2	35	16	903	0	0
4.692	1	1	470	3	3	28	2196	0	0
4.693	1	38	470	4	375	8	421	0	0
4.694	1	29	470	5	317	10	469	0	0
4.695	1	6	470	6	241	20	1191	0	0
4.696	1	33	470	7	1	8	421	0	0
4.697	1	30	470	8	332	10	469	0	0
4.698	1	36	470	9	2	8	421	0	0
4.699	1	31	470	10	52	10	469	0	0
4.7	1	5	471	1	304	22	1383	0	0
4.701	1	27	471	2	383	10	469	0	0
4.702	1	39	471	3	97	8	421	0	0
4.703	1	2	471	4	373	24	1620	0	0
4.704	1	28	471	5	384	10	469	0	0
4.705	1	11	471	6	302	16	903	0	0
4.706	1	34	471	7	143	8	421	0	0
4.707	1	15	471	8	19	14	775	0	0
4.708	1	16	471	9	34	14	775	0	0
4.709	1	10	471	10	331	18	967	0	0
4.71	1	35	472	1	199	8	421	0	0
4.711	1	19	472	2	108	14	775	0	0
4.712	1	22	472	3	33	12	597	0	0
4.713	1	8	472	4	389	18	967	0	0
4.714	1	17	472	5	261	14	775	0	0
4.715	1	18	472	6	280	14	775	0	0
4.716	1	32	472	7	242	8	421	0	0
4.717	1	24	472	8	96	12	597	0	0
4.718	1	14	472	9	316	14	775	0	0
4.719	1	7	472	10	32	20	1191	0	0
4.72	1	42	473	1	260	8	421	0	0
4.721	1	26	473	2	4	10	469	0	0
4.722	1	9	473	3	63	18	967	0	0
4.723	1	3	473	4	223	24	1620	0	0
4.724	1	23	473	5	166	12	597	0	0
4.725	1	37	473	6	318	8	421	0	0
4.726	1	12	473	7	51	16	903	0	0
4.727	1	25	473	8	18	10	469	0	0
4.728	1	4	473	9	259	22	1383	0	0
4.729	1	41	473	10	330	8	421	0	0
4.73	1	20	474	1	281	12	597	0	0
4.731	1	13	474	2	35	16	903	0	0
4.732	1	1	474	3	3	28	2196	0	0
4.733	1	21	474	4	345	12	597	0	0
4.734	1	40	474	5	359	8	421	0	0
4.735	1	29	474	6	317	10	469	0	0
4.736	1	38	474	7	375	8	421	0	0
4.737	1	6	474	8	241	20	1191	0	0
4.738	1	30	474	9	332	10	469	0	0
4.739	1	33	474	10	1	8	421	0	0
4.74	1	31	475	1	52	10	469	0	0
4.741	1	5	475	2	304	22	1383	0	0
4.742	1	36	475	3	2	8	421	0	0
4.743	1	27	475	4	383	10	469	0	0
4.744	1	2	475	5	373	24	1620	0	0
4.745	1	11	475	6	302	16	903	0	0
4.746	1	39	475	7	97	8	421	0	0
4.747	1	28	475	8	384	10	469	0	0
4.748	1	34	475	9	143	8	421	0	0
4.749	1	15	475	10	19	14	775	0	0
4.75	1	10	476	1	331	18	967	0	0
4.751	1	16	476	2	34	14	775	0	0
4.752	1	35	476	3	199	8	421	0	0
4.753	1	19	476	4	108	14	775	0	0
4.754	1	8	476	5	389	18	967	0	0
4.755	1	22	476	6	33	12	597	0	0
4.756	1	17	476	7	261	14	775	0	0
4.757	1	18	476	8	280	14	775	0	0
4.758	1	24	476	9	96	12	597	0	0
4.759	1	7	476	10	32	20	1191	0	0
4.76	1	32	477	1	242	8	421	0	0
4.761	1	14	477	2	316	14	775	0	0
4.762	1	9	477	3	63	18	967	0	0
4.763	1	26	477	4	4	10	469	0	0
4.764	1	3	477	5	223	24	1620	0	0
4.765	1	42	477	6	260	8	421	0	0
4.766	1	12	477	7	51	16	903	0	0
4.767	1	23	477	8	166	12	597	0	0
4.768	1	37	477	9	318	8	421	0	0
4.769	1	25	477	10	18	10	469	0	0
4.77	1	4	478	1	259	22	1383	0	0
4.771	1	13	478	2	35	16	903	0	0
4.772	1	1	478	3	3	28	2196	0	0
4.773	1	20	478	4	281	12	597	0	0
4.774	1	41	478	5	330	8	421	0	0
4.775	1	21	478	6	345	12	597	0	0
4.776	1	40	478	7	359	8	421	0	0
4.777	1	29	478	8	317	10	469	0	0
4.778	1	6	478	9	241	20	1191	0	0
4.779	1	38	478	10	375	8	421	0	0
4.78	1	30	479	1	332	10	469	0	0
4.781	1	5	479	2	304	22	1383	0	0
4.782	1	33	479	3	1	8	421	0	0
4.783	1	31	479	4	52	10	469	0	0
4.784	1	2	479	5	373	24	1620	0	0
4.785	1	11	479	6	302	16	903	0	0
4.786	1	27	479	7	383	10	469	0	0
4.787	1	36	479	8	2	8	421	0	0
4.788	1	28	479	9	384	10	469	0	0
4.789	1	39	479	10	97	8	421	0	0
4.79	1	10	480	1	331	18	967	0	0
4.791	1	15	480	2	19	14	775	0	0
4.792	1	34	480	3	143	8	421	0	0
4.793	1	16	480	4	34	14	775	0	0
4.794	1	8	480	5	389	18	967	0	0
4.795	1	19	480	6	108	14	775	0	0
4.796	1	35	480	7	199	8	421	0	0
4.797	1	22	480	8	33	12	597	0	0
4.798	1	17	480	9	261	14	775	0	0
4.799	1	18	480	10	280	14	775	0	0
4.8	1	7	481	1	32	20	1191	0	0
4.801	1	24	481	2	96	12	597	0	0
4.802	1	14	481	3	316	14	775	0	0
4.803	1	9	481	4	63	18	967	0	0
4.804	1	32	481	5	242	8	421	0	0
4.805	1	3	481	6	223	24	1620	0	0
4.806	1	26	481	7	4	10	469	0	0
4.807	1	12	481	8	51	16	903	0	0
4.808	1	42	481	9	260	8	421	0	0
4.809	1	23	481	10	166	12	597	0	0
4.81	1	4	482	1	259	22	1383	0	0
4.811	1	25	482	2	18	10	469	0	0
4.812	1	37	482	3	318	8	421	0	0
4.813	1	1	482	4	3	28	2196	0	0
4.814	1	13	482	5	35	16	903	0	0
4.815	1	20	482	6	281	12	597	0	0
4.816	1	41	482	7	330	8	421	0	0
4.817	1	21	482	8	345	12	597	0	0
4.818	1	6	482	9	241	20	1191	0	0
4.819	1	29	482	10	317	10	469	0	0
4.82	1	40	483	1	359	8	421	0	0
4.821	1	30	483	2	332	10	469	0	0
4.822	1	38	483	3	375	8	421	0	0
4.823	1	5	483	4	304	22	1383	0	0
4.824	1	31	483	5	52	10	469	0	0
4.825	1	2	483	6	373	24	1620	0	0
4.826	1	11	483	7	302	16	903	0	0
4.827	1	33	483	8	1	8	421	0	0
4.828	1	27	483	9	383	10	469	0	0
4.829	1	36	483	10	2	8	421	0	0
4.83	1	28	484	1	384	10	469	0	0
4.831	1	10	484	2	331	18	967	0	0
4.832	1	39	484	3	97	8	421	0	0
4.833	1	15	484	4	19	14	775	0	0
4.834	1	16	484	5	34	14	775	0	0
4.835	1	34	484	6	143	8	421	0	0
4.836	1	8	484	7	389	18	967	0	0
4.837	1	19	484	8	108	14	775	0	0
4.838	1	22	484	9	33	12	597	0	0
4.839	1	35	484	10	199	8	421	0	0
4.84	1	17	485	1	261	14	775	0	0
4.841	1	18	485	2	280	14	775	0	0
4.842	1	7	485	3	32	20	1191	0	0
4.843	1	24	485	4	96	12	597	0	0
4.844	1	9	485	5	63	18	967	0	0
4.845	1	14	485	6	316	14	775	0	0
4.846	1	3	485	7	223	24	1620	0	0
4.847	1	12	485	8	51	16	903	0	0
4.848	1	32	485	9	242	8	421	0	0
4.849	1	26	485	10	4	10	469	0	0
4.85	1	23	486	1	166	12	597	0	0
4.851	1	42	486	2	260	8	421	0	0
4.852	1	4	486	3	259	22	1383	0	0
4.853	1	1	486	4	3	28	2196	0	0
4.854	1	13	486	5	35	16	903	0	0
4.855	1	25	486	6	18	10	469	0	0
4.856	1	37	486	7	318	8	421	0	0
4.857	1	20	486	8	281	12	597	0	0
4.858	1	21	486	9	345	12	597	0	0
4.859	1	6	486	10	241	20	1191	0	0
4.86	1	41	487	1	330	8	421	0	0
4.861	1	29	487	2	317	10	469	0	0
4.862	1	40	487	3	359	8	421	0	0
4.863	1	5	487	4	304	22	1383	0	0
4.864	1	30	487	5	332	10	469	0	0
4.865	1	38	487	6	375	8	421	0	0
4.866	1	2	487	7	373	24	1620	0	0
4.867	1	11	487	8	302	16	903	0	0
4.868	1	31	487	9	52	10	469	0	0
4.869	1	33	487	10	1	8	421	0	0
4.87	1	27	488	1	383	10	469	0	0
4.871	1	10	488	2	331	18	967	0	0
4.872	1	28	488	3	384	10	469	0	0
4.873	1	36	488	4	2	8	421	0	0
4.874	1	15	488	5	19	14	775	0	0
4.875	1	39	488	6	97	8	421	0	0
4.876	1	8	488	7	389	18	967	0	0
4.877	1	16	488	8	34	14	775	0	0
4.878	1	34	488	9	143	8	421	0	0
4.879	1	19	488	10	108	14	775	0	0
4.88	1	22	489	1	33	12	597	0	0
4.881	1	17	489	2	261	14	775	0	0
4.882	1	35	489	3	199	8	421	0	0
4.883	1	7	489	4	32	20	1191	0	0
4.884	1	18	489	5	280	14	775	0	0
4.885	1	9	489	6	63	18	967	0	0
4.886	1	24	489	7	96	12	597	0	0
4.887	1	3	489	8	223	24	1620	0	0
4.888	1	14	489	9	316	14	775	0	0
4.889	1	12	489	10	51	16	903	0	0
4.89	1	26	490	1	4	10	469	0	0
4.891	1	32	490	2	242	8	421	0	0
4.892	1	1	490	3	3	28	2196	0	0
4.893	1	4	490	4	259	22	1383	0	0
4.894	1	23	490	5	166	12	597	0	0
4.895	1	13	490	6	35	16	903	0	0
4.896	1	42	490	7	260	8	421	0	0
4.897	1	25	490	8	18	10	469	0	0
4.898	1	37	490	9	318	8	421	0	0
4.899	1	20	490	10	281	12	597	0	0
4.9	1	6	491	1	241	20	1191	0	0
4.901	1	21	491	2	345	12	597	0	0
4.902	1	41	491	3	330	8	421	0	0
4.903	1	29	491	4	317	10	469	0	0
4.904	1	5	491	5	304	22	1383	0	0
4.905	1	40	491	6	359	8	421	0	0
4.906	1	30	491	7	332	10	469	0	0
4.907	1	2	491	8	373	24	1620	0	0
4.908	1	11	491	9	302	16	903	0	0
4.909	1	38	491	10	375	8	421	0	0
4.91	1	31	492	1	52	10	469	0	0
4.911	1	27	492	2	383	10	469	0	0
4.912	1	10	492	3	331	18	967	0	0
4.913	1	33	492	4	1	8	421	0	0
4.914	1	28	492	5	384	10	469	0	0
4.915	1	36	492	6	2	8	421	0	0
4.916	1	15	492	7	19	14	775	0	0
4.917	1	8	492	8	389	18	967	0	0
4.918	1	39	492	9	97	8	421	0	0
4.919	1	16	492	10	34	14	775	0	0
4.92	1	19	493	1	108	14	775	0	0
4.921	1	34	493	2	143	8	421	0	0
4.922	1	22	493	3	33	12	597	0	0
4.923	1	7	493	4	32	20	1191	0	0
4.924	1	17	493	5	261	14	775	0	0
4.925	1	35	493	6	199	8	421	0	0
4.926	1	18	493	7	280	14	775	0	0
4.927	1	9	493	8	63	18	967	0	0
4.928	1	3	493	9	223	24	1620	0	0
4.929	1	24	493	10	96	12	597	0	0
4.93	1	12	494	1	51	16	903	0	0
4.931	1	14	494	2	316	14	775	0	0
4.932	1	1	494	3	3	28	2196	0	0
4.933	1	26	494	4	4	10	469	0	0
4.934	1	4	494	5	259	22	1383	0	0
4.935	1	32	494	6	242	8	421	0	0
4.936	1	13	494	7	35	16	903	0	0
4.937	1	23	494	8	166	12	597	0	0
4.938	1	25	494	9	18	10	469	0	0
4.939	1	42	494	10	260	8	421	0	0
4.94	1	20	495	1	281	12	597	0	0
4.941	1	6	495	2	241	20	1191	0	0
4.942	1	37	495	3	318	8	421	0	0
4.943	1	21	495	4	345	12	597	0	0
4.944	1	5	495	5	304	22	1383	0	0
4.945	1	29	495	6	317	10	469	0	0
4.946	1	41	495	7	330	8	421	0	0
4.947	1	2	495	8	373	24	1620	0	0
4.948	1	11	495	9	302	16	903	0	0
4.949	1	30	495	10	332	10	469	0	0
4.95	1	40	496	1	359	8	421	0	0
4.951	1	31	496	2	52	10	469	0	0
4.952	1	38	496	3	375	8	421	0	0
4.953	1	10	496	4	331	18	967	0	0
4.954	1	27	496	5	383	10	469	0	0
4.955	1	33	496	6	1	8	421	0	0
4.956	1	28	496	7	384	10	469	0	0
4.957	1	8	496	8	389	18	967	0	0
4.958	1	15	496	9	19	14	775	0	0
4.959	1	36	496	10	2	8	421	0	0
4.96	1	16	497	1	34	14	775	0	0
4.961	1	39	497	2	97	8	421	0	0
4.962	1	19	497	3	108	14	775	0	0
4.963	1	7	497	4	32	20	1191	0	0
4.964	1	22	497	5	33	12	597	0	0
4.965	1	34	497	6	143	8	421	0	0
4.966	1	17	497	7	261	14	775	0	0
4.967	1	9	497	8	63	18	967	0	0
4.968	1	18	497	9	280	14	775	0	0
4.969	1	3	497	10	223	24	1620	0	0
4.97	1	35	498	1	199	8	421	0	0
4.971	1	12	498	2	51	16	903	0	0
4.972	1	24	498	3	96	12	597	0	0
4.973	1	1	498	4	3	28	2196	0	0
4.974	1	14	498	5	316	14	775	0	0
4.975	1	26	498	6	4	10	469	0	0
4.976	1	4	498	7	259	22	1383	0	0
4.977	1	13	498	8	35	16	903	0	0
4.978	1	32	498	9	242	8	421	0	0
4.979	1	23	498	10	166	12	597	0	0
4.98	1	25	499	1	18	10	469	0	0
4.981	1	42	499	2	260	8	421	0	0
4.982	1	6	499	3	241	20	1191	0	0
4.983	1	20	499	4	281	12	597	0	0
4.984	1	21	499	5	345	12	597	0	0
4.985	1	37	499	6	318	8	421	0	0
4.986	1	5	499	7	304	22	1383	0	0
4.987	1	29	499	8	317	10	469	0	0
4.988	1	11	499	9	302	16	903	0	0
4.989	1	2	499	10	373	24	1620	0	0
4.99	1	41	500	1	330	8	421	0	0
4.991	1	30	500	2	332	10	469	0	0
4.992	1	40	500	3	359	8	421	0	0
4.993	1	31	500	4	52	10	469	0	0
4.994	1	10	500	5	331	18	967	0	0
4.995	1	38	500	6	375	8	421	0	0
4.996	1	27	500	7	383	10	469	0	0
4.997	1	28	500	8	384	10	469	0	0
4.998	1	8	500	9	389	18	967	0	0
4.999	1	33	500	10	1	8	421	0	0
5	1	15	501	1	19	14	775	0	0
5.001	1	36	501	2	2	8	421	0	0
5.002	1	16	501	3	34	14	775	0	0
5.003	1	19	501	4	108	14	775	0	0
5.004	1	39	501	5	97	8	421	0	0
5.005	1	7	501	6	32	20	1191	0	0
5.006	1	22	501	7	33	12	597	0	0
5.007	1	9	501	8	63	18	967	0	0
5.008	1	34	501	9	143	8	421	0	0
5.009	1	17	501	10	261	14	775	0	0
5.01	1	3	502	1	223	24	1620	0	0
5.011	1	12	502	2	51	16	903	0	0
5.012	1	18	502	3	280	14	775	0	0
5.013	1	1	502	4	3	28	2196	0	0
5.014	1	35	502	5	199	8	421	0	0
5.015	1	24	502	6	96	12	597	0	0
5.016	1	14	502	7	316	14	775	0	0
5.017	1	4	502	8	259	22	1383	0	0
5.018	1	13	502	9	35	16	903	0	0
5.019	1	26	502	10	4	10	469	0	0
5.02	1	23	503	1	166	12	597	0	0
5.021	1	32	503	2	242	8	421	0	0
5.022	1	25	503	3	18	10	469	0	0
5.023	1	6	503	4	241	20	1191	0	0
5.024	1	42	503	5	260	8	421	0	0
5.025	1	20	503	6	281	12	597	0	0
5.026	1	5	503	7	304	22	1383	0	0
5.027	1	21	503	8	345	12	597	0	0
5.028	1	11	503	9	302	16	903	0	0
5.029	1	37	503	10	318	8	421	0	0
5.03	1	2	504	1	373	24	1620	0	0
5.031	1	29	504	2	317	10	469	0	0
5.032	1	30	504	3	332	10	469	0	0
5.033	1	41	504	4	330	8	421	0	0
5.034	1	10	504	5	331	18	967	0	0
5.035	1	31	504	6	52	10	469	0	0
5.036	1	40	504	7	359	8	421	0	0
5.037	1	27	504	8	383	10	469	0	0
5.038	1	38	504	9	375	8	421	0	0
5.039	1	8	504	10	389	18	967	0	0
5.04	1	28	505	1	384	10	469	0	0
5.041	1	33	505	2	1	8	421	0	0
5.042	1	15	505	3	19	14	775	0	0
5.043	1	16	505	4	34	14	775	0	0
5.044	1	36	505	5	2	8	421	0	0
5.045	1	7	505	6	32	20	1191	0	0
5.046	1	19	505	7	108	14	775	0	0
5.047	1	39	505	8	97	8	421	0	0
5.048	1	22	505	9	33	12	597	0	0
5.049	1	9	505	10	63	18	967	0	0
5.05	1	3	506	1	223	24	1620	0	0
5.051	1	17	506	2	261	14	775	0	0
5.052	1	12	506	3	51	16	903	0	0
5.053	1	34	506	4	143	8	421	0	0
5.054	1	1	506	5	3	28	2196	0	0
5.055	1	18	506	6	280	14	775	0	0
5.056	1	24	506	7	96	12	597	0	0
5.057	1	35	506	8	199	8	421	0	0
5.058	1	13	506	9	35	16	903	0	0
5.059	1	4	506	10	259	22	1383	0	0
5.06	1	14	507	1	316	14	775	0	0
5.061	1	26	507	2	4	10	469	0	0
5.062	1	23	507	3	166	12	597	0	0
5.063	1	6	507	4	241	20	1191	0	0
5.064	1	25	507	5	18	10	469	0	0
5.065	1	32	507	6	242	8	421	0	0
5.066	1	20	507	7	281	12	597	0	0
5.067	1	5	507	8	304	22	1383	0	0
5.068	1	42	507	9	260	8	421	0	0
5.069	1	11	507	10	302	16	903	0	0
5.07	1	21	508	1	345	12	597	0	0
5.071	1	2	508	2	373	24	1620	0	0
5.072	1	29	508	3	317	10	469	0	0
5.073	1	37	508	4	318	8	421	0	0
5.074	1	30	508	5	332	10	469	0	0
5.075	1	10	508	6	331	18	967	0	0
5.076	1	41	508	7	330	8	421	0	0
5.077	1	31	508	8	52	10	469	0	0
5.078	1	40	508	9	359	8	421	0	0
5.079	1	27	508	10	383	10	469	0	0
5.08	1	8	509	1	389	18	967	0	0
5.081	1	38	509	2	375	8	421	0	0
5.082	1	28	509	3	384	10	469	0	0
5.083	1	15	509	4	19	14	775	0	0
5.084	1	33	509	5	1	8	421	0	0
5.085	1	16	509	6	34	14	775	0	0
5.086	1	7	509	7	32	20	1191	0	0
5.087	1	36	509	8	2	8	421	0	0
5.088	1	19	509	9	108	14	775	0	0
5.089	1	9	509	10	63	18	967	0	0
5.09	1	22	510	1	33	12	597	0	0
5.091	1	3	510	2	223	24	1620	0	0
5.092	1	39	510	3	97	8	421	0	0
5.093	1	12	510	4	51	16	903	0	0
5.094	1	1	510	5	3	28	2196	0	0
5.095	1	17	510	6	261	14	775	0	0
5.096	1	34	510	7	143	8	421	0	0
5.097	1	18	510	8	280	14	775	0	0
5.098	1	13	510	9	35	16	903	0	0
5.099	1	24	510	10	96	12	597	0	0
5.1	1	4	511	1	259	22	1383	0	0
5.101	1	35	511	2	199	8	421	0	0
5.102	1	14	511	3	316	14	775	0	0
5.103	1	26	511	4	4	10	469	0	0
5.104	1	23	511	5	166	12	597	0	0
5.105	1	6	511	6	241	20	1191	0	0
5.106	1	25	511	7	18	10	469	0	0
5.107	1	32	511	8	242	8	421	0	0
5.108	1	5	511	9	304	22	1383	0	0
5.109	1	20	511	10	281	12	597	0	0
5.11	1	11	512	1	302	16	903	0	0
5.111	1	2	512	2	373	24	1620	0	0
5.112	1	42	512	3	260	8	421	0	0
5.113	1	21	512	4	345	12	597	0	0
5.114	1	29	512	5	317	10	469	0	0
5.115	1	37	512	6	318	8	421	0	0
5.116	1	10	512	7	331	18	967	0	0
5.117	1	30	512	8	332	10	469	0	0
5.118	1	31	512	9	52	10	469	0	0
5.119	1	41	512	10	330	8	421	0	0
5.12	1	8	513	1	389	18	967	0	0
5.121	1	27	513	2	383	10	469	0	0
5.122	1	40	513	3	359	8	421	0	0
5.123	1	28	513	4	384	10	469	0	0
5.124	1	38	513	5	375	8	421	0	0
5.125	1	15	513	6	19	14	775	0	0
5.126	1	7	513	7	32	20	1191	0	0
5.127	1	16	513	8	34	14	775	0	0
5.128	1	33	513	9	1	8	421	0	0
5.129	1	9	513	10	63	18	967	0	0
5.13	1	19	514	1	108	14	775	0	0
5.131	1	36	514	2	2	8	421	0	0
5.132	1	3	514	3	223	24	1620	0	0
5.133	1	12	514	4	51	16	903	0	0
5.134	1	22	514	5	33	12	597	0	0
5.135	1	1	514	6	3	28	2196	0	0
5.136	1	39	514	7	97	8	421	0	0
5.137	1	17	514	8	261	14	775	0	0
5.138	1	13	514	9	35	16	903	0	0
5.139	1	18	514	10	280	14	775	0	0
5.14	1	34	515	1	143	8	421	0	0
5.141	1	4	515	2	259	22	1383	0	0
5.142	1	24	515	3	96	12	597	0	0
5.143	1	14	515	4	316	14	775	0	0
5.144	1	35	515	5	199	8	421	0	0
5.145	1	26	515	6	4	10	469	0	0
5.146	1	6	515	7	241	20	1191	0	0
5.147	1	23	515	8	166	12	597	0	0
5.148	1	25	515	9	18	10	469	0	0
5.149	1	5	515	10	304	22	1383	0	0
5.15	1	11	516	1	302	16	903	0	0
5.151	1	32	516	2	242	8	421	0	0
5.152	1	20	516	3	281	12	597	0	0
5.153	1	2	516	4	373	24	1620	0	0
5.154	1	21	516	5	345	12	597	0	0
5.155	1	42	516	6	260	8	421	0	0
5.156	1	29	516	7	317	10	469	0	0
5.157	1	10	516	8	331	18	967	0	0
5.158	1	30	516	9	332	10	469	0	0
5.159	1	37	516	10	318	8	421	0	0
5.16	1	31	517	1	52	10	469	0	0
5.161	1	8	517	2	389	18	967	0	0
5.162	1	41	517	3	330	8	421	0	0
5.163	1	27	517	4	383	10	469	0	0
5.164	1	40	517	5	359	8	421	0	0
5.165	1	28	517	6	384	10	469	0	0
5.166	1	15	517	7	19	14	775	0	0
5.167	1	7	517	8	32	20	1191	0	0
5.168	1	38	517	9	375	8	421	0	0
5.169	1	16	517	10	34	14	775	0	0
5.17	1	9	518	1	63	18	967	0	0
5.171	1	33	518	2	1	8	421	0	0
5.172	1	19	518	3	108	14	775	0	0
5.173	1	3	518	4	223	24	1620	0	0
5.174	1	12	518	5	51	16	903	0	0
5.175	1	1	518	6	3	28	2196	0	0
5.176	1	36	518	7	2	8	421	0	0
5.177	1	22	518	8	33	12	597	0	0
5.178	1	17	518	9	261	14	775	0	0
5.179	1	13	518	10	35	16	903	0	0
5.18	1	39	519	1	97	8	421	0	0
5.181	1	18	519	2	280	14	775	0	0
5.182	1	4	519	3	259	22	1383	0	0
5.183	1	34	519	4	143	8	421	0	0
5.184	1	24	519	5	96	12	597	0	0
5.185	1	14	519	6	316	14	775	0	0
5.186	1	26	519	7	4	10	469	0	0
5.187	1	6	519	8	241	20	1191	0	0
5.188	1	35	519	9	199	8	421	0	0
5.189	1	23	519	10	166	12	597	0	0
5.19	1	5	520	1	304	22	1383	0	0
5.191	1	11	520	2	302	16	903	0	0
5.192	1	25	520	3	18	10	469	0	0
5.193	1	2	520	4	373	24	1620	0	0
