DateTime|Elapsed|Duplicated|Cft|Laccid|Air|MSC_Id|Feed|BytesUp|BytesDown
2016-02-15@23:00:23.|276.0|1|22|171580431|6|CNCRCANZ12G|29|0|0
2016-02-15@23:01:22.|282.0|1|22|171580431|6|CNCRCANZ11G|29|0|0
2016-02-15@23:08:37.|190.0|1|22|171579408,171580432,171579151,171580431,171579151,171579408|6|CNCRCANZ12G|29|292048|573174
2016-02-15@23:02:12.|11.0|1|16|171580431|6|CNCRCANZ11G|29|430375|19571840
2016-02-15@23:01:16.|20.0|1|22|171580431|6|CNCRCAGW01-PGW|29|6333|119570
2016-02-15@23:04:08.|293.0|1|22|171580431|6|CNCRCAGW01-PGW|29|210312|2570996
2016-02-15@23:00:29.|187.0|1|22|171580688,171579408,171580431,171580688,171580431,171580688|6|CNCRCANZ31G|29|128159|132550
2016-02-15@23:00:56.|72.0|1|22|171580431|6|CNCRCANZ52G|29|67129|184134
2016-02-15@23:04:43.|228.0|1|22|171580431|6|CNCRCANZ31G|29|0|0
2016-02-15@23:08:13.|181.0|1|22|171580431|6|CNCRCANZ32G|29|16985|31847
2016-02-15@23:03:13.|19.0|1|16|171580431|6|CNCRCANZ42G|29|559397|19628143
2016-02-15@23:03:57.|175.0|1|16|171580431,171580688|6|CNCRCANZ42G|29|442162|19603196
2016-02-15@23:02:00.|238.0|1|16|171580431,171580688|6|CNCRCANZ12G|29|437580|19564592
2016-02-15@23:01:34.|122.0|1|22|171580431|6|CNCRCANZ51G|29|0|0
2016-02-15@23:03:29.|231.0|1|22|171580431,171580688|6|CNCRCANZ31G|29|126909|202110
2016-02-15@23:03:29.|231.0|1|22|171580431|6|CNCRCANZ31G|29|0|0
2016-02-15@23:03:14.|634.0|1|22|171580431,171580688,171580431,171581968|6|CNCRCANZ52G|29|9571|24108
2016-02-15@23:04:35.|340.0|1|22|171581711,171580432,171580431|6|CNCRCANZ31G|29|398|218
2016-02-15@23:02:25.|856.0|1|16|171580431|6|CNCRCANZ51G|29|1290371|18761897
2016-02-15@23:02:50.|181.0|1|22|171580431|6|CNCRCANZ12G|29|0|0
2016-02-15@23:09:16.|0.0|1|19|171694608,171580431|6|CNCRCANZ11G|29|304|423
2016-02-15@23:02:11.|270.0|1|22|171580431,171580432|6|CNCRCANZ31G|29|138777|2158423
2016-02-15@23:00:36.|327.0|1|22|171580431,171580688|6|CNCRCANZ12G|29|278|230
2016-02-15@23:01:04.|212.0|1|22|171580431,171581711,171580688,171580431|6|CNCRCANZ52G|29|848|318
2016-02-15@23:04:50.|253.0|1|22|171581711,171580432,171580431|6|CNCRCANZ31G|29|3606|2195
2016-02-15@23:00:49.|911.0|1|19|171579159,171580432,171579151,171579408,171580432,171723280,171580432,171723280,171579151,171580432,171580688,171580431,171580688,171580431,171580688,171580431,171580688,171580431,171580688,171580431|6|CNCRCANZ42G|29|1694182|2344365
2016-02-15@23:07:53.|420.0|1|22|171579408,171580431,171580432|6|CNCRCANZ51G|29|2101|1469
2016-02-15@23:00:47.|121.0|1|16|171673865,171580431|6|CNCRCANZ52G|29|941179|19120097
2016-02-15@23:02:48.|532.0|1|22|171580431,171580688,171580431,171579408,171580431|6|CNCRCANZ52G|29|517847|8497832
2016-02-15@23:09:05.|115.0|1|19|171578896,171580431,171723280,171580431,171579408,171580431,171578896,171579408,171579151,171690511,171578896,171580431,171580688,171579408|6|CNCRCANZ42G|29|518873|12302688
2016-02-15@23:02:46.|198.0|1|22|171580431|6|CNCRCAGW01-PGW|29|1896|4030
2016-02-15@23:00:43.|154.0|1|22|171580431|6|CNCRCANZ42G|29|0|0
2016-02-15@23:08:16.|291.0|1|22|171580431,171580432|6|CNCRCANZ11G|29|6308|10862
2016-02-15@23:08:16.|291.0|1|22|171580431|6|CNCRCANZ11G|29|0|0
2016-02-15@23:09:24.|277.0|1|22|171580431|6|CNCRCANZ12G|29|0|0
2016-02-15@23:00:36.|182.0|1|22|171579151,171580431,171579151,171723280|6|CNCRCANZ12G|29|31018|54313
2016-02-15@23:00:12.|0.0|1|19|171580431,171579664|6|CNCRCANZ41G|29|127|561
2016-02-15@23:01:57.|335.0|1|22|171712783,171580431,171712783,171589649,171579408|6|CNCRCANZ32G|29|5119|9226
2016-02-15@23:08:14.|347.0|1|22|171580431,171591695|6|CNCRCANZ32G|29|1720|2972
2016-02-15@23:05:04.|76.0|1|22|171580431|6|CNCRCANZ31G|29|0|0
2016-02-15@23:05:07.|73.0|1|22|171580431|6|CNCRCANE11G|29|5145|11563
2016-02-15@23:05:07.|73.0|1|22|171580431|6|CNCRCANZ31G|29|7057|6188
2016-02-15@23:08:22.|251.0|1|22|171580431,171580688|6|CNCRCANZ41G|29|34376|363137
2016-02-15@23:07:05.|117.0|1|0|171580431|6|CNCRCANZ32G|29|249847|187149
2016-02-15@23:05:17.|27.0|1|0|171580431|6|CNCRCANZ12G|29|15905|66507
2016-02-15@23:09:07.|120.0|1|22|171580431|6|CNCRCAGW01-PGW|29|38785|849945
2016-02-15@23:02:21.|294.0|1|22|171580431|6|CNCRCANZ12G|29|0|0
2016-02-15@23:05:01.|748.0|1|22|171579408,171580431,171580688,171579408|6|CNCRCANZ11G|29|35606|192509
2016-02-15@23:00:23.|276.0|1|22|171580431,171580688,171580431|6|CNCRCANZ12G|29|391022|4490376
2016-02-15@23:02:48.|184.0|1|22|171580688,171580431|6|CNCRCANZ51G|29|34552|90338
2016-02-15@23:00:25.|195.0|1|0|171580431|6|CNCRCANZ51G|29|300363|616509
2016-02-15@23:04:43.|264.0|1|22|171580431|6|CNCRCANZ12G|29|0|0
2016-02-15@23:06:27.|54.0|1|22|171580431|6|CNCRCANZ11G|29|0|0
2016-02-15@23:06:34.|49.0|1|0|171580431|6|CNCRCANZ42G|29|49393|153656
2016-02-15@23:05:10.|463.0|1|22|171580431|6|CNCRCANZ41G|29|0|0
2016-02-15@23:05:10.|463.0|1|22|171580431|6|CNCRCANZ41G|29|0|0
2016-02-15@23:00:41.|219.0|1|22|171580431|6|CNCRCANZ32G|29|0|0
2016-02-15@23:00:41.|219.0|1|22|171580431|6|CNCRCANZ32G|29|0|0
2016-02-15@23:09:56.|57.0|1|22|171694609,171580431,171591695|6|CNCRCANZ12G|29|30350|267976
2016-02-15@23:06:14.|27.0|1|22|171580431|6|CNCRCANZ11G|29|0|0
2016-02-15@23:09:07.|254.0|1|22|171580431|6|CNCRCANZ52G|29|0|0
2016-02-15@23:08:43.|185.0|1|19|171580431,171580688,171580431|6|CNCRCAGW01-PGW|29|135293|3498337
2016-02-15@23:05:09.|498.0|1|0|171580431,171580688,171673865|6|CNCRCANZ32G|29|1759540|1225787
2016-02-15@23:00:06.|372.0|1|22|171580432,171580431,171580688,171580431,171580688|6|CNCRCANZ51G|29|71068|79994
2016-02-15@23:03:29.|421.0|1|22|171580431|6|CNCRCANZ51G|29|21525|29844
2016-02-15@23:00:56.|72.0|1|22|171580431|6|CNCRCANZ52G|29|5696|7888
2016-02-15@23:05:35.|293.0|1|22|171579664,171581968,171580687,171580688,171580431|6|CNCRCANZ11G|29|59406|141643
2016-02-15@23:06:33.|356.0|1|22|171580431,171580688,171580431,171580688,171580431|6|CNCRCANZ41G|29|52067|881820
2016-02-15@23:06:04.|141.0|1|22|171580431|6|CNCRCANZ42G|29|0|0
2016-02-15@23:08:30.|153.0|1|22|171580431|6|CNCRCANZ42G|29|0|0
2016-02-15@23:04:43.|228.0|1|22|171580431|6|CNCRCANZ31G|29|425|210
2016-02-15@23:02:13.|767.0|1|19|171580432,171580688,171580431,171580688,171673865,171673866,171673864,171579657,171673864,171579657|6|CNCRCANZ12G|29|144052|227307
2016-02-15@23:01:34.|854.0|1|19|171580431,171580688,171580431,171580688,171580431,171580688,171580687,171579664,171581968,171581969,171579664,171579665,171762703,171579665|6|CNCRCANZ52G|29|518073|1602458
2016-02-15@23:02:40.|50.0|1|22|171580431|6|CNCRCANZ52G|29|60|162
2016-02-15@23:07:36.|45.0|1|0|171580431|6|CNCRCANZ12G|29|57739|123720
2016-02-15@23:03:24.|140.0|1|22|171580431,171580688,171673865|6|CNCRCANZ41G|29|48540|95045
2016-02-15@23:02:25.|648.0|1|16|171581711,171580431,171580688,171579408,171580688,171580431,171580688,171580431|6|CNCRCANZ31G|29|866103|19136454
2016-02-15@23:04:39.|619.0|1|22|171581961,171673864,171673865,171580431|6|CNCRCANZ52G|29|91241|4402147
2016-02-15@23:02:05.|410.0|1|22|171580432,171580431,171580688,171582223,171579408|6|CNCRCANZ41G|29|120107|929634
2016-02-15@23:01:26.|398.0|1|22|171581711,171580432,171580431,171580688,171579408,171580688,171580431,171579408,171580431,171579408|6|CNCRCANZ42G|29|1549581|10880164
2016-02-15@23:00:16.|0.0|1|19|171580431,171690504|6|CNCRCANZ52G|29|651|1027
2016-02-15@23:00:55.|286.0|1|22|171580431,171580688,171580431,171723280|6|CNCRCANZ42G|29|462239|7670860
2016-02-15@23:00:55.|286.0|1|22|171580431|6|CNCRCANZ42G|29|0|0
2016-02-15@23:03:14.|634.0|1|22|171580431|6|CNCRCANZ52G|29|0|0
2016-02-15@23:07:33.|0.0|1|17|171580431,171747850|6|CNCRCANZ52G|29|205|307
2016-02-15@23:06:12.|545.0|1|22|171581968,171580687,171579664,171580687,171673865,171579158,172197144,171580431|6|CNCRCANZ32G|29|1910380|9157462
2016-02-15@23:04:51.|371.0|1|22|171580432,171673865,171580431,171580688,171580431,171580688|6|CNCRCANZ32G|29|8739|10321
2016-02-15@23:00:13.|366.0|1|19|171579151,171579158,171579664,171580688,171579408,171580431,171578896,171723280,171579408,171723280,171578896,171723280,171578896,171723280|6|CNCRCANZ41G|29|386457|346706
2016-02-15@23:02:50.|181.0|1|22|171580431|6|CNCRCANZ12G|29|320|753
2016-02-15@23:03:35.|184.0|1|19|171580688,171579408,171580431,171580688,171580431,171580688,171580431,171581711,171579151,171581711,171579151,171713551,171580431,171579151,171581711|6|CNCRCANZ42G|29|111001|508566
2016-02-15@23:03:16.|704.0|1|0|171580431,171579151,171580432,171723280,171579408,171579151,171713546,171580168,172196618,171580169,171747850|6|CNCRCANZ11G|29|289824|336979
2016-02-15@23:02:11.|270.0|1|22|171580431|6|CNCRCANZ31G|29|0|0
2016-02-15@23:03:09.|916.0|1|19|171580688,171580431,171580688,171673865,171580688,171580431,171582223,171579408,171580431,171579408,171579657,171673866,171591695,171579657|6|CNCRCANZ52G|29|333641|5938275
2016-02-15@23:09:50.|622.0|1|22|171579152,171580432,171580431|6|CNCRCANZ11G|29|2820|1340
2016-02-15@23:07:46.|13.0|1|22|171580431|6|CNCRCANZ31G|29|205|157
2016-02-15@23:09:50.|169.0|1|22|171580431|6|CNCRCANZ31G|29|75|191
2016-02-15@23:09:50.|169.0|1|22|171580431|6|CNCRCANZ31G|29|0|0
2016-02-15@23:01:51.|1207.0|1|22|171580431,171580687|6|CNCRCANZ42G|29|2820|1340
2016-02-15@23:01:51.|641.0|1|19|171580431,171580688,171580431,171580688,171580431,171580688,171580689,171580687,171579664,171581968,171580687|6|CNCRCANZ42G|29|395501|11434383
2016-02-15@23:05:09.|693.0|1|22|171580431,171581711,171580431,171580688,171580431,171580688,171579408,171580688,171580687,171579664|6|CNCRCANZ41G|29|102907|1097109
2016-02-15@23:03:08.|48.0|1|22|171580431|6|CNCRCANZ11G|29|40|40
2016-02-15@23:04:33.|74.0|1|22|171580431|6|CNCRCANZ11G|29|259|205
2016-02-15@23:00:43.|154.0|1|22|171580431,171579408|6|CNCRCANZ42G|29|504|404
2016-02-15@23:01:25.|636.0|1|19|171580431,171580182,171580432|6|CNCRCAGW01-PGW|29|7051|309040
2016-02-15@23:00:01.|707.0|1|22|171580688,171673865,171580431,171580432,171579151,171580432,171723280,171579408|6|CNCRCANZ41G|29|485117|2970519
2016-02-15@23:09:24.|277.0|1|22|171580431|6|CNCRCANZ12G|29|0|0
2016-02-15@23:09:57.|962.0|1|19|171579664,171580687,171580689,171580688,171579408,171580688,171580431,171580688,171580431,171579151,171579158|6|CNCRCANZ52G|29|152655|4665506
2016-02-15@23:07:59.|500.0|1|16|171580431,171580688,171673865,171579408,171580688,171673865,171673866,171673864|6|CNCRCANZ51G|29|939251|19205023
2016-02-15@23:01:43.|968.0|1|0|171580431|6|CNCRCANZ11G|29|0|0
2016-02-15@23:09:51.|158.0|1|0|171580431|6|CNCRCANZ12G|29|7396|6676
2016-02-15@23:09:51.|161.0|1|0|171580431|6|CNCRCANZ12G|29|315574|7289754
2016-02-15@23:03:18.|553.0|1|22|171580431,171579664,171579657,171581968|6|CNCRCANZ12G|29|346386|1747738
2016-02-15@23:05:56.|1072.0|1|22|171581711,171580431,171580688,171673864|6|CNCRCANZ52G|29|71435|218459
2016-02-15@23:08:14.|347.0|1|22|171580431|6|CNCRCANZ32G|29|0|0
2016-02-15@23:02:14.|563.0|1|22|171580431,171579408|6|CNCRCANZ11G|29|42008|158654
2016-02-15@23:02:17.|560.0|1|22|171580431|6|CNCRCANZ11G|29|7059|6190
2016-02-15@23:06:31.|12.0|1|22|171580431,171580688|6|CNCRCANZ52G|29|52|2106
2016-02-15@23:06:37.|214.0|1|22|171580431|6|CNCRCANE11G|29|0|2045
2016-02-15@23:06:37.|214.0|1|22|171580431|6|CNCRCANZ31G|29|0|0
2016-02-15@23:08:22.|251.0|1|22|171580431|6|CNCRCANZ41G|29|0|0
2016-02-15@23:08:30.|293.0|1|22|171580431,171580688|6|CNCRCANZ51G|29|13098|36978
2016-02-15@23:08:03.|326.0|1|22|171579408,171580431|6|CNCRCANZ41G|29|136|168
2016-02-15@23:04:05.|525.0|1|22|171579408,171712783,171579408,171580431,171580943,171579408|6|CNCRCANZ32G|29|70372|103474
2016-02-15@23:07:02.|122.0|1|20|171580431|6|CNCRCANZ32G|29|10223|8555
2016-02-15@23:02:14.|833.0|1|19|171581711,171579144,171582223,171580431,171581711,171579151,171581711,171580432,171581711,171579151,171581711,171579151,171579158,171579159,171581448|6|CNCRCANZ41G|29|147935|189065
2016-02-15@23:07:09.|1059.0|1|22|171591695,171580431,171591695|6|CNCRCANZ12G|29|2671|4471
2016-02-15@23:08:41.|351.0|1|19|171579408,171580431,171579158,171580432,171581711,171579151,171581711,171579151,171581711,171579151,171581711,171579151|6|CNCRCANZ41G|29|87090|416237
2016-02-15@23:05:27.|718.0|1|22|171580431|6|CNCRCANZ51G|29|0|0
2016-02-15@23:00:38.|121.0|0|22|171580431,171579151|6|CNCRCANZ51G|28|0|0
2016-02-15@23:08:38.|410.0|1|22|171580688,171673865,171580431|6|CNCRCANZ41G|29|2085|7768
2016-02-15@23:00:08.|446.0|1|19|171723279,171723281,171578896,171579408,172449544,171580431,171580688,171579408,171580431,171579408,171579151,171581711,171579144|6|CNCRCANZ31G|29|105179|307256
2016-02-15@23:03:28.|1242.0|1|19|171579919,172196360,171762696,171579919,171762703,171579665,171579664,171580687,171579664,171580687,171580689,171580688,171580431|6|CNCRCANZ51G|29|798437|7444411
2016-02-15@23:00:52.|26.0|1|0|171580431|6|CNCRCANZ31G|29|18322|63813
2016-02-15@23:02:29.|71.0|1|22|171580431|6|CNCRCANZ31G|29|0|0
2016-02-15@23:07:49.|269.0|1|22|171580431,171580688,171580431,171580432|6|CNCRCANZ12G|29|51738|44491
2016-02-15@23:09:34.|425.0|1|22|171579408,171580688,171579408,171673865,171580937,172197130,171535881,171580431,171580432,171723280,171579408,171580432|6|CNCRCANZ11G|29|113838|2030736
2016-02-15@23:09:34.|425.0|1|22|171579408,171580431,171580432|6|CNCRCANZ11G|29|4872|5744
2016-02-15@23:06:47.|277.0|1|22|171579408,171580431,171579408|6|CNCRCANZ51G|29|5855|8005
2016-02-15@23:00:35.|545.0|1|19|171579408,171673865,171580431,171580688,171580431,171580432,171579151,171580432,171723280,171579408,171579151|6|CNCRCANZ31G|29|444734|7081948
2016-02-15@23:03:30.|994.0|1|19|171579658,171762696,171579658,171579665,171579658,171579657,171581962,171581968,171580687,171580688,171673865,171580431,171580688|6|CNCRCANZ31G|29|203645|3834426
2016-02-15@23:09:14.|468.0|1|22|171580688,171580431|6|CNCRCANZ11G|29|12201|56753
2016-02-15@23:05:58.|81.0|1|22|171580431|6|CNCRCANZ51G|29|0|0
2016-02-15@23:05:36.|118.0|1|22|171580431,171723280|6|CNCRCANZ12G|29|4491|16076
2016-02-15@23:05:36.|118.0|1|22|171580431|6|CNCRCANZ12G|29|0|0
2016-02-15@23:00:38.|252.0|1|22|171580431|6|CNCRCANZ52G|29|256553|1826641
2016-02-15@23:04:43.|264.0|1|22|171580431,171580688|6|CNCRCANZ12G|29|12699|272881
2016-02-15@23:06:30.|1166.0|1|22|171579151,171579145,171579144,171580431|6|CNCRCANZ42G|29|354190|6489890
2016-02-15@23:08:13.|519.0|1|22|171580431|6|CNCRCANZ11G|29|2848|3804
2016-02-15@23:02:57.|1834.0|1|22|171581961,171673864,171673866,171673865,171580431,171723280,171580432,171579151,171579158,171579159,171713545,171580182,171713296|6|CNCRCANZ32G|29|605740|3956960
2016-02-15@23:04:28.|745.0|1|22|171580688,171580431,171579151,171723280,171580432,171723280,171579408,171579151,171580182|6|CNCRCANZ31G|29|388696|5431384
2016-02-15@23:04:28.|0.0|1|19|171581962,171580431|6|CNCRCANZ31G|29|272|678
2016-02-15@23:09:46.|300.0|1|0|171580431|6|CNCRCANZ31G|29|0|0
2016-02-15@23:05:46.|236.0|1|22|171580431,171580688,171694609,171581711,171580431,171591695|6|CNCRCANZ52G|29|116018|513945
2016-02-15@23:08:03.|452.0|1|22|171580431|6|CNCRCANZ12G|29|0|0
2016-02-15@23:02:23.|300.0|1|22|171580431,171580688,171591695,171579408|6|CNCRCANZ11G|29|113041|4842497
2016-02-15@23:04:08.|1546.0|1|22|171580431|6|CNCRCANZ42G|29|160233|790498
2016-02-15@23:04:35.|877.0|1|22|171580431|6|CNCRCANZ31G|29|7732|30254
2016-02-15@23:09:58.|55.0|1|22|171580431|6|CNCRCANZ12G|29|9425|6386
2016-02-15@23:08:36.|1038.0|1|22|171723281,171580431,171591695|6|CNCRCANZ51G|29|2991|16961
2016-02-15@23:09:44.|280.0|1|22|171580431|6|CNCRCANZ41G|29|120|157
2016-02-15@23:06:47.|248.0|1|22|171580431,171580688,171580431,171580688|6|CNCRCANZ11G|29|145159|516069
2016-02-15@23:03:15.|272.0|1|22|171580687,171580431|6|CNCRCANZ52G|29|1566|4605
2016-02-15@23:07:55.|45.0|1|22|171580431|6|CNCRCANZ52G|29|197|189
2016-02-15@23:09:08.|599.0|1|16|171579151,171580431,171579151,171580431|6|CNCRCANZ31G|29|746513|19284243
2016-02-15@23:01:43.|333.0|1|22|171580432,171580431|6|CNCRCANZ52G|29|29098|106879
2016-02-15@23:07:44.|59.0|1|22|171580688,171579408,171580431,171580688|6|CNCRCAGW01-PGW|29|15584|16336
2016-02-15@23:03:27.|423.0|1|22|171580431|6|CNCRCANZ51G|29|276|108
2016-02-15@23:02:40.|1184.0|1|22|171580431,171723280,171723279,171578896,171694608,171589648,171589647,171762954,171578640,171762959|6|CNCRCANZ12G|29|66262|109369
2016-02-15@23:09:16.|1145.0|1|0|171580432,171580431,171579408,171580431,171673865,171580688,171580689,171580687,171579664,171581968,171579664,171581961|6|CNCRCANZ42G|29|98011|127618
2016-02-15@23:03:45.|288.0|1|22|171580431|6|CNCRCANZ12G|29|0|0
2016-02-15@23:00:06.|1401.0|1|22|171673865,171580431,171580688|6|CNCRCANZ12G|29|44634|1937030
2016-02-15@23:07:30.|300.0|1|19|171673865,171580431|6|CNCRCAGW01-PGW|29|8303|21719
2016-02-15@23:00:29.|0.0|1|19|171580176,171580431|6|CNCRCANZ31G|29|144|259
2016-02-15@23:07:36.|735.0|1|19|172195850,171581711,172195857,172195864,171581711,171580432,171581711,171580432,171580431,171580688,171580431|6|CNCRCANZ32G|29|327172|2496112
2016-02-15@23:06:33.|356.0|1|22|171580431|6|CNCRCANZ41G|29|4636|3312
2016-02-15@23:09:54.|166.0|1|22|171580431,171579408|6|CNCRCANZ42G|29|10620|43303
2016-02-15@23:02:05.|728.0|1|22|171580431,171698192,171579409,171698192|6|CNCRCANZ52G|29|12291|42683
2016-02-15@23:03:02.|406.0|1|22|171580431|6|CNCRCANZ41G|29|0|0
2016-02-15@23:04:41.|310.0|1|22|171580431,171580688,171580431|6|CNCRCANZ11G|29|141|141
2016-02-15@23:04:49.|1003.0|1|22|171580431,171580688,171580431,171580688,171581961,171581962,171579657,171579658|6|CNCRCANZ31G|29|189056|695744
2016-02-15@23:01:21.|103.0|1|0|171580431|6|CNCRCANZ41G|29|339904|251523
2016-02-15@23:09:47.|29.0|1|0|171580431|6|CNCRCANZ12G|29|25479|61332
2016-02-15@23:00:03.|190.0|1|16|171580432,171580688,171580431,171580688,171580431|6|CNCRCANZ42G|29|613273|19423531
2016-02-15@23:06:14.|1259.0|1|0|171580175,171580431|6|CNCRCANZ12G|29|2820|1340
2016-02-15@23:02:30.|644.0|1|19|171713552,171579145,171579144,171579408,171580432,171579151,171580432,171580688,171580431,171580688|6|CNCRCANZ52G|29|755428|7701802
2016-02-15@23:01:57.|305.0|1|22|171580432,171580431|6|CNCRCANZ31G|29|2131|6272
2016-02-15@23:08:27.|264.0|1|22|171580431|6|CNCRCANZ41G|29|0|0
2016-02-15@23:02:58.|1027.0|1|22|171580431,171581969,171579665,171762703,171579658,172196360,171762696,171579658,172196360,171762696|6|CNCRCANZ32G|29|552115|13149266
2016-02-15@23:00:15.|1319.0|1|22|171580432,171580431,171673865,171673866,171579665|6|CNCRCANZ52G|29|47724|109383
2016-02-15@23:08:14.|293.0|1|0|171580431|6|CNCRCANZ32G|29|108|0
2016-02-15@23:06:03.|233.0|1|16|171580431|6|CNCRCANZ42G|29|10111636|9892900
2016-02-15@23:09:56.|352.0|1|22|171580431,171712783,171579408,171580431,171712783,171580431|6|CNCRCANZ42G|29|7900100|950684
2016-02-15@23:04:55.|1241.0|1|22|171580689,171582216,171673866,171579664,171579657,171581969,171579664,171581969,171580687,171579664,171673865,171591695,171580431|6|CNCRCANZ42G|29|266137|1357512
2016-02-15@23:09:53.|256.0|1|19|171581711,171580688,171579408,171580432,171723280,171579151,171580432,171580688,171580431|6|CNCRCANZ52G|29|1076811|12252972
2016-02-15@23:02:30.|1225.0|1|22|171580431|6|CNCRCANZ51G|29|18885|15382
2016-02-15@23:06:25.|752.0|1|22|171582216,171580431|6|CNCRCANZ41G|29|248|420
2016-02-15@23:03:43.|2158.0|1|19|172212495,171713546,171579145,171713546,171579145,171579144,171579151,171580431,171673865,171673864,171581961,171581968,171581967|6|CNCRCANZ42G|29|78496|188368
2016-02-15@23:04:20.|1505.0|1|19|171579151,171580432,171580688,171580431,171580688,171673865,171579657,171673864,171581961,171579657,171581961,171579657,171581962,171579658,171762696,171579658,171762696,172196360,171762696,172196360|6|CNCRCANZ51G|29|4456223|4267201
2016-02-15@23:03:56.|1843.0|1|19|171580431,171580688,171580431,171580688,171673865,171673864,171762703,171579919,171603215,171579919,171603215,171603224|6|CNCRCANZ11G|29|617715|5821448
2016-02-15@23:09:34.|1118.0|1|22|171580937,171535881,171580431,171673865,171673864,171579657,171673864,171581961,171579657,171581962,171579657,171581962,171581960|6|CNCRCANZ51G|29|674121|3840811
2016-02-15@23:00:51.|2324.0|1|19|171713802,171581448,171579144,171580432,171579408,171580432,171579151,171580432,171580431,171762697,171579657|6|CNCRCANZ51G|29|406659|7553880
2016-02-15@23:03:11.|2296.0|1|22|171580431,171581711,171580431,171579144,171582223,171581711,171580688,171580431,171579408,171579144|6|CNCRCANZ51G|29|9710|25286
2016-02-15@23:03:34.|602.0|1|22|171690511,171580688,171579144,171673865,171580431,171580688,171580431,171580432|6|CNCRCANZ41G|29|227399|1499005
2016-02-15@23:08:30.|1503.0|1|22|171603215,171762696,171579658,171579657,171581962,171673865,171580431|6|CNCRCANZ52G|29|29487|136883
2016-02-15@23:05:33.|1544.0|1|19|171581967,171581968,171580687,171579664,171580687,171580689,171673865,171579144,171580431,171580432,171723280,171579151,171579158|6|CNCRCANZ12G|29|336593|434819
2016-02-15@23:09:38.|1125.0|1|22|171580431|6|CNCRCANZ32G|29|1434|549
2016-02-15@23:01:11.|928.0|1|22|171580944,171580431|6|CNCRCANZ42G|29|5423|13141
2016-02-15@23:08:02.|1493.0|1|22|171579408,171580431,171580432,171581711|6|CNCRCANZ31G|29|398616|2234851
2016-02-15@23:07:38.|1618.0|1|22|171579408,171580688,171580431,171580688|6|CNCRCANZ11G|29|13492|137159
2016-02-15@23:05:47.|1044.0|1|22|171580431,171580688,171580431,171579408,171582991|6|CNCRCANZ52G|29|73100|749845
2016-02-15@23:08:17.|613.0|1|19|171673864,171580431,171673865,171673864|6|CNCRCAGW01-PGW|29|48799|117739
2016-02-15@23:03:10.|969.0|1|19|171579159,171579158,171579151,171580432,171579151,171581711,171580688,171579408,171580432,171580431,171580688,171580431|6|CNCRCANZ31G|29|370384|337125
2016-02-15@23:05:27.|718.0|1|22|171580431,171580688,171580431,171580688|6|CNCRCANZ51G|29|19875|34629
2016-02-15@23:05:15.|1682.0|1|22|171580431,171581711|6|CNCRCANZ12G|29|2928|1340
2016-02-15@23:02:56.|1762.0|1|0|171579408,171535881,171580431,171580688,171580431,171579144,171579145|6|CNCRCANZ31G|29|8794|21147
2016-02-15@23:06:15.|1851.0|1|19|171579408,171690511,171579151,171580431,171579408,171579151,171581711,171579151,171580432,171579151,171579158,171713546,171690504|6|CNCRCANZ32G|29|1037153|519878
2016-02-15@23:04:52.|1856.0|1|19|171723280,171580432,171579151,171580688,171580431,171580688,171580431,171580688,171580687,171579664,171580687,171581968,171579664|6|CNCRCANZ31G|29|80613|166268
