DateTime|Elapsed|Duplicated|Cft|Laccid|Air|MSC_Id|Feed|BytesUp|BytesDown
2016-02-16@23:07:27.|243.0|1|22|171580431,171580688,171579408,171580688|6|CNCRCANZ32G|29|173797|278320
2016-02-16@23:08:06.|24.0|1|22|171580431|6|CNCRCANZ51G|29|108|0
2016-02-16@23:09:28.|318.0|1|22|171580431|6|CNCRCANZ51G|29|0|0
2016-02-16@23:00:49.|400.0|1|22|171580688,171673865,171580431,171579408,171580431,171580432,171579151,171579408|6|CNCRCANZ42G|29|70994|181697
2016-02-16@23:03:16.|989.0|1|22|171580688,171580431|6|CNCRCANZ41G|29|478|482
2016-02-16@23:06:04.|20.0|1|0|171580431|6|CNCRCANZ42G|29|0|51562
2016-02-16@23:06:38.|268.0|1|0|171580431,171580688,171580431,171579151,171723280,171581711,171580432,171723280,171579151,171723280,171580432|6|CNCRCANZ42G|29|582642|1080530
2016-02-16@23:01:24.|706.0|1|22|171580688,171579408,171580431,171579408,171580688,171580431,171580432,171723280,171579408|6|CNCRCANZ41G|29|321466|6013341
2016-02-16@23:00:16.|1226.0|1|19|171580431,171723280,171578896,171723280,171723281,171723279,171580937,171580944,171723281,171723279|6|CNCRCANZ12G|29|173284|574593
2016-02-16@23:05:10.|25.0|1|22|171580431|6|CNCRCANZ12G|29|22211|9630
2016-02-16@23:00:36.|934.0|1|22|171579159,171579158,171579151,171580431,171579408|6|CNCRCANZ11G|29|3753|3478
2016-02-16@23:07:54.|352.0|1|22|171580431|6|CNCRCANZ51G|29|17916|29264
2016-02-16@23:09:24.|171.0|1|22|171579408,171580431,171580688,171580431,171579408,171580688,171579408|6|CNCRCANZ12G|29|445615|2049442
2016-02-16@23:04:29.|469.0|1|22|171579408,171580431,171580688,171579408,171580431,171579408,171580431|6|CNCRCANZ51G|29|251020|2580583
2016-02-16@23:04:29.|469.0|1|22|171579408,171580431|6|CNCRCANZ51G|29|2820|1340
2016-02-16@23:03:41.|517.0|1|22|171579408,171580688,171580431,171580688,171580431,171580688,171580431,171580688,171580431|6|CNCRCANZ42G|29|1794680|14331160
2016-02-16@23:09:55.|220.0|1|22|171580431,171579151,171580688|6|CNCRCANZ52G|29|7761|12947
2016-02-16@23:08:31.|138.0|1|22|171580431,171580688|6|CNCRCANZ12G|29|635740|15931595
2016-02-16@23:09:45.|31.0|1|22|171580431|6|CNCRCANZ32G|29|363|352
2016-02-16@23:09:45.|31.0|1|22|171580431|6|CNCRCANZ32G|29|0|0
2016-02-16@23:02:14.|721.0|1|0|171581961,171673864,171579657,171673864,171673865,171580688,171580431,171579408,171580431,171579408,171580688,171579408|6|CNCRCANZ41G|29|3692171|1047516
2016-02-16@23:01:02.|171.0|1|22|171580431|6|CNCRCANZ52G|29|3442|7764
2016-02-16@23:03:01.|85.0|1|22|171579408,171580431,171579408,171580431,171579408,171580431|6|CNCRCANZ42G|29|102330|1119475
2016-02-16@23:04:13.|300.0|1|0|171580431|6|CNCRCANZ51G|29|0|0
2016-02-16@23:05:01.|591.0|1|0|171580431,171579408,171580431,171579151,171580432,171723280,171579408|6|CNCRCANZ32G|29|962632|1915144
2016-02-16@23:06:06.|207.0|1|16|171580431,171580688,171673865,171579408,171723281,171579408|6|CNCRCANZ52G|29|610186|19399674
2016-02-16@23:06:16.|419.0|1|22|171580431,171580432|6|CNCRCANZ51G|29|4721|11452
2016-02-16@23:06:16.|419.0|1|22|171580431|6|CNCRCANZ51G|29|0|0
2016-02-16@23:01:57.|271.0|1|22|171580431,171580688,171579408,171580688,171579408,171580431|6|CNCRCANZ51G|29|298966|2979427
2016-02-16@23:00:21.|713.0|1|22|171673865,171580431,171580432|6|CNCRCANZ41G|29|28681|155745
2016-02-16@23:02:50.|258.0|1|19|171723279,171578896,171580688,171580431,171579408,171578896,171579408,171579151,171713807,171578896,171580431|6|CNCRCANZ51G|29|303556|2347460
2016-02-16@23:07:08.|262.0|1|19|171723280,171580688,171579408,171581711,171579151,171580431,171579151,171581711,171579151,171713551,171579920,171582223,171581711,171579151|6|CNCRCANZ51G|29|491703|616262
2016-02-16@23:09:05.|88.0|1|22|171712783,171580431|6|CNCRCANZ51G|29|5211|7989
2016-02-16@23:02:36.|127.0|1|22|171580431|6|CNCRCANZ52G|29|2340|1124
2016-02-16@23:02:36.|127.0|1|22|171580431|6|CNCRCANZ52G|29|4376|11397
2016-02-16@23:08:41.|143.0|1|0|171673865,171580688,171580431,171580688|6|CNCRCANZ41G|29|397185|267789
2016-02-16@23:05:03.|399.0|1|22|171580432,171580431,171580688|6|CNCRCANZ31G|29|658|965
2016-02-16@23:06:13.|266.0|1|22|171580688,171580431|6|CNCRCANZ52G|29|336|156
2016-02-16@23:08:44.|1429.0|1|22|171580432,171580431,171579408|6|CNCRCANZ52G|29|2274963|13358967
2016-02-16@23:08:05.|110.0|1|22|171580431|6|CNCRCANZ52G|29|636|868
2016-02-16@23:09:34.|500.0|1|22|171579151,171580688,171579408,171580432,171580688,171580431|6|CNCRCANZ12G|29|252406|10979961
2016-02-16@23:01:10.|399.0|1|0|171535881,171580431,171723280,171723279|6|CNCRCANZ12G|29|15164|70614
2016-02-16@23:07:58.|1035.0|1|19|171581961,171673864,171579657,171673864,171673865,171579144,171580431,171579151,171580432,171579408,171579151|6|CNCRCANZ51G|29|2009878|14088796
2016-02-16@23:06:39.|547.0|1|22|171579408,171580431,171723280|6|CNCRCANZ32G|29|2820|1340
2016-02-16@23:09:33.|1268.0|1|19|171579664,171580687,171580688,171580431,171580432,171579151,171723280,171579408,171579151,171579144,171713546,171580169|6|CNCRCANZ41G|29|30807|83847
2016-02-16@23:06:35.|18.0|1|22|171580431|6|CNCRCANZ31G|29|0|0
2016-02-16@23:06:39.|387.0|1|0|171579144,171581711,171579151,171581711,171580432,171579151,171580432,171579151,172196361,171579144,171747848,171713544,171579144,171582216,171580937,171579408,171582223,171580431,171579151|6|CNCRCANZ32G|29|813139|1232260
2016-02-16@23:04:38.|202.0|1|22|171579408,171580431,171580688,171580431,171579408|6|CNCRCANZ41G|29|12034|25561
2016-02-16@23:04:56.|337.0|1|22|171580431,171579144,171580431|6|CNCRCAGW01-PGW|29|18268|16145
2016-02-16@23:02:35.|384.0|1|22|171580431|6|CNCRCANZ32G|29|11243|28205
2016-02-16@23:05:20.|490.0|1|19|171580431,171579408|6|CNCRCAGW01-PGW|29|19014|36343
2016-02-16@23:09:27.|834.0|1|19|171723280,171578896,171723280,171580431,171579408,171579151,171578896,171580431,171723280,171579408,171580431,171581711|6|CNCRCANZ31G|29|912003|13571114
2016-02-16@23:08:16.|771.0|1|19|171581711,171580432,171579151,171580432,171580688,171580431,171580688,171579408,171580688,171580687,171579664,171581968,171579664|6|CNCRCANZ41G|29|199128|622792
2016-02-16@23:02:40.|406.0|1|22|171580431,171580688|6|CNCRCANZ52G|29|106964|333435
2016-02-16@23:04:54.|1541.0|1|19|171581960,171581961,171673864,171581961,171673864,171579657,171673864,171673866,171673865,171580431,171580937,171535881,171673865|6|CNCRCANZ41G|29|209471|507881
2016-02-16@23:04:26.|139.0|1|22|171580431|6|CNCRCANZ42G|29|0|0
2016-02-16@23:04:42.|568.0|1|22|171579408,171580431,171579408,171580431,171580432,171723280,171578641,171579151|6|CNCRCANZ32G|29|45344|433283
2016-02-16@23:00:26.|376.0|1|22|171580431,171579409|6|CNCRCANZ41G|29|401535|38393
2016-02-16@23:09:28.|177.0|1|22|171580431,171580688,171580431,171581711,171580431,171580432|6|CNCRCANZ42G|29|182125|12458954
2016-02-16@23:05:26.|236.0|1|22|171580688,171580431|6|CNCRCANZ52G|29|91726|110578
2016-02-16@23:06:37.|559.0|1|19|171673865,171580431,171580688,171673865|6|CNCRCAGW01-PGW|29|13531|20935
2016-02-16@23:00:12.|14.0|1|22|171580431|6|CNCRCANZ51G|29|108|0
2016-02-16@23:07:36.|372.0|0|19|171580688,171673865,171580431,171580432|6|CNCRCANZ41G|28|7129|5280
2016-02-16@23:08:52.|367.0|1|16|171580431,171579151,171580432,171579151|6|CNCRCANZ52G|29|645387|19355771
2016-02-16@23:02:20.|270.0|1|22|171579408,171580688,171579408,171673865,171580431|6|CNCRCANZ32G|29|22616|65148
2016-02-16@23:06:56.|55.0|1|22|171580431,171580432|6|CNCRCANZ32G|29|140|320
2016-02-16@23:01:50.|698.0|1|22|171580688,171579408,171580688,171579408,171580688,171580431,171579408,171580431,171580688,171580431,171579151,171723280,171580432,171723280,171579408|6|CNCRCANZ51G|29|3036097|4616356
2016-02-16@23:06:04.|21.0|1|22|171580431|6|CNCRCANZ31G|29|0|0
2016-02-16@23:06:49.|125.0|1|22|171580431|6|CNCRCANZ31G|29|167686|1921404
2016-02-16@23:09:01.|213.0|1|22|171580431|6|CNCRCANZ31G|29|86337|4070682
2016-02-16@23:08:15.|342.0|1|22|171673864,171582216,171673864,171580431,171580688,171580431,171579408,171694609,171579408|6|CNCRCANZ31G|29|187333|2487314
2016-02-16@23:07:26.|365.0|1|22|171723279,171723281,171578896,171723280,171580431,171579408,171579151,171723280,171579408|6|CNCRCANZ32G|29|172252|278547
2016-02-16@23:03:35.|369.0|1|22|171580431,171581711,171579408|6|CNCRCANZ31G|29|6388|5444
2016-02-16@23:04:22.|33.0|1|0|171580431|6|CNCRCANZ31G|29|92933|63321
2016-02-16@23:02:33.|244.0|1|22|171580431|6|CNCRCANZ31G|29|92907|208496
2016-02-16@23:04:04.|760.0|1|22|171580431,171579408,171580431,171580432,171579151,171723280,171579151,171579144,171713546,171580182|6|CNCRCANZ51G|29|53754|112677
2016-02-16@23:01:16.|218.0|1|22|171580431|6|CNCRCANZ42G|29|0|0
2016-02-16@23:08:00.|1091.0|1|22|171580431|6|CNCRCANZ51G|29|0|0
2016-02-16@23:09:06.|170.0|1|22|171580431|6|CNCRCANZ32G|29|0|0
2016-02-16@23:07:38.|192.0|1|16|171580432,171580431|6|CNCRCANZ11G|29|288405|19829065
2016-02-16@23:01:10.|431.0|1|22|171579408,171723281,171579408,171580431,171580688,171580431,171580432,171579151|6|CNCRCANZ32G|29|34680|55273
2016-02-16@23:00:33.|480.0|1|22|171580688,171580431,171580688,171579408|6|CNCRCANZ12G|29|125398|193795
2016-02-16@23:03:27.|1039.0|1|19|171579408,171580431,171579408,171580431,171579408,171580431,171580688,171580431,171579151,171580432,171723280|6|CNCRCANZ32G|29|1188010|15405886
2016-02-16@23:09:50.|464.0|1|22|171580431|6|CNCRCANZ52G|29|0|0
2016-02-16@23:02:11.|551.0|1|22|171580431|6|CNCRCANZ52G|29|0|0
2016-02-16@23:02:43.|43.0|1|22|171580431|6|CNCRCANZ11G|29|0|0
2016-02-16@23:04:57.|212.0|1|22|171579408,171580431,171579408|6|CNCRCANZ11G|29|209928|973647
2016-02-16@23:09:45.|37.0|1|0|171580431|6|CNCRCANZ42G|29|64069|70967
2016-02-16@23:03:22.|246.0|1|22|171580431,171580688,171580431|6|CNCRCANZ41G|29|50813|2173369
2016-02-16@23:07:36.|363.0|1|22|171580431,171579151|6|CNCRCANZ12G|29|102465|542356
2016-02-16@23:03:41.|99.0|1|22|171580431|6|CNCRCANZ12G|29|0|0
2016-02-16@23:08:25.|0.0|1|19|171580431,171723280|6|CNCRCANZ12G|29|448|778
2016-02-16@23:08:17.|208.0|1|16|171580431,171579408,171580431|6|CNCRCANZ31G|29|756844|19243484
2016-02-16@23:09:43.|42.0|1|22|171580431|6|CNCRCANZ12G|29|37101|1064353
2016-02-16@23:01:31.|1238.0|1|22|171673865,171580431,171580688,171579408,171673865,171580431,171580432,171579151,171579159|6|CNCRCANZ52G|29|153778|96999
2016-02-16@23:03:52.|267.0|1|0|171579151,171581711,171580688,171579408,171580432,171579408,171580432,171581711,171580432,171723280,171581711,171579144,171580432,171581711,171580431,171580688|6|CNCRCANZ52G|29|771365|737844
2016-02-16@23:05:09.|786.0|1|22|171579408,171580431,171579408|6|CNCRCANZ52G|29|4824|2376
2016-02-16@23:07:21.|346.0|1|22|171580431|6|CNCRCANZ12G|29|0|0
2016-02-16@23:04:10.|369.0|1|19|171723279,171723281,171723280,171578896,171580431,171579408,171723280,171580688,171579151,171578896,171580688,171579408,171580431,171581711,171534344|6|CNCRCANZ32G|29|44699|134526
2016-02-16@23:01:28.|54.0|1|22|171580431|6|CNCRCANZ11G|29|0|0
2016-02-16@23:02:46.|472.0|1|19|171723281,171723280,171578896,171580431,171579408,171580431,171723280,171579408,171580431,171579408,171580431,171581711,171579151|6|CNCRCANZ12G|29|110293|162308
2016-02-16@23:01:57.|466.0|1|22|171580432,171580431,171580688,171580431,171579408|6|CNCRCANZ31G|29|34003|60526
2016-02-16@23:00:55.|138.0|1|22|171580431|6|CNCRCAGW01-PGW|29|2306|6081
2016-02-16@23:09:33.|286.0|1|22|171580431,171579408,171580431|6|CNCRCAGW01-PGW|29|1169|1091
2016-02-16@23:07:15.|440.0|1|22|171580431,171580688,171580431,171580688,171580431,171580432,171579151,171723280,171580432,171579408,171579151|6|CNCRCANZ52G|29|720815|11821400
2016-02-16@23:03:45.|99.0|0|0|171580431|6|CNCRCANZ42G|28|301|187
2016-02-16@23:04:54.|196.0|1|0|171580688,171580431,171580688,171580431,171580688,171580431,171581711,171580431,171579151,171723280|6|CNCRCANZ32G|29|410175|746982
2016-02-16@23:09:32.|122.0|1|22|171580431,171579408,171580431|6|CNCRCANZ41G|29|6452|5444
2016-02-16@23:02:52.|585.0|1|22|171713551,171591695,171580431,171713551|6|CNCRCANZ31G|29|2820|1340
2016-02-16@23:05:17.|864.0|1|22|171580431,171579159|6|CNCRCANZ32G|29|15157|37563
2016-02-16@23:00:30.|396.0|1|22|171580431|6|CNCRCANZ52G|29|0|0
2016-02-16@23:00:30.|396.0|1|22|171580431|6|CNCRCANZ52G|29|0|0
2016-02-16@23:02:06.|1144.0|1|19|171723279,171723281,171578896,171580431,171591695,171591439,171591695,171579151,171713551,171579151,171579158,171579285,171579286|6|CNCRCANZ52G|29|126170|201890
2016-02-16@23:05:27.|370.0|1|22|171673865,171580431|6|CNCRCANZ11G|29|3199|15018
2016-02-16@23:08:37.|0.0|1|19|171580431,171579657|6|CNCRCANZ51G|29|88|167
2016-02-16@23:05:34.|460.0|1|22|171579408,171694609,171580431,171580688,171694609,171580431,171580688,171580687|6|CNCRCANZ41G|29|9251|22076
2016-02-16@23:00:01.|1353.0|1|19|171580431,171581711,171580431,171581711,171580431,171581711,171580431,171581711,171579144,171673865,171579144,171690504|6|CNCRCANZ52G|29|79894|78748
2016-02-16@23:03:31.|350.0|1|22|171578641,171580943,171581711,171580431,171712783,171582223|6|CNCRCANZ31G|29|10436|26120
2016-02-16@23:04:08.|297.0|1|22|171535881,171579408,171580688,171580431,171579408,171580688,171579408|6|CNCRCANZ32G|29|50804|69600
2016-02-16@23:09:23.|238.0|1|22|171580431|6|CNCRCANZ11G|29|12651|10221
2016-02-16@23:05:55.|429.0|1|22|171579408,171580431,171580432|6|CNCRCANZ52G|29|13180|11494
2016-02-16@23:05:09.|1508.0|1|19|171762703,171579665,171579658,171579657,173371914,171579657,171581961,171673864,171579657,171581968,171673864,171673866,171673865,171580431,171581711,171580432|6|CNCRCANZ12G|29|129453|152485
2016-02-16@23:02:58.|138.0|1|0|171580431,171580688,171580431,171580688|6|CNCRCANZ31G|29|425651|275276
2016-02-16@23:07:04.|790.0|1|16|171580432,171580688,171580431,171580688,171580431,171580688,171579408,171580688,171579408|6|CNCRCANZ41G|29|681331|19318825
2016-02-16@23:03:26.|111.0|1|22|171580431|6|CNCRCANZ12G|29|3295|3785
2016-02-16@23:03:26.|111.0|1|22|171580431|6|CNCRCANZ12G|29|0|0
2016-02-16@23:05:28.|895.0|1|22|171580688,171580431,171673865,171673864,171581961,171579657,171579658|6|CNCRCANZ12G|29|14846|26907
2016-02-16@23:01:59.|212.0|1|0|171580431,171580688,171579408,171580688|6|CNCRCANZ51G|29|465829|640761
2016-02-16@23:00:30.|524.0|1|19|171580431,171580432,171579151,171580432,171579408,171579151,171579158,171579159,171713545,171580168,172212495,171580175|6|CNCRCANZ51G|29|158039|2117527
2016-02-16@23:02:03.|570.0|1|22|171580432,171580688,171580431,171579408,171580688,171579408|6|CNCRCANZ52G|29|226687|2451431
2016-02-16@23:09:10.|312.0|1|22|171580431|6|CNCRCANZ42G|29|0|0
2016-02-16@23:03:46.|508.0|1|16|171580431,171580688,171579408,171580431,171579408,171580688,171579408,171580431,171579408,171580431,171580688|6|CNCRCANZ11G|29|773530|19236720
2016-02-16@23:05:51.|67.0|1|22|171580431,171673865|6|CNCRCANZ31G|29|727|6829
2016-02-16@23:06:21.|134.0|1|22|171580431,171580688|6|CNCRCANZ52G|29|93354|217789
2016-02-16@23:06:20.|20.0|1|22|171580431|6|CNCRCANZ12G|29|0|0
2016-02-16@23:06:20.|20.0|1|22|171580431|6|CNCRCANZ12G|29|0|0
2016-02-16@23:05:18.|0.0|1|19|171581961,171580431|6|CNCRCANZ41G|29|3763|10409
2016-02-16@23:00:32.|563.0|1|22|171580431|6|CNCRCANZ51G|29|5394|4885
2016-02-16@23:06:43.|175.0|1|22|171580432,171580431|6|CNCRCANZ52G|29|45806|56494
