DateTime|Elapsed|Duplicated|Cft|Laccid|Air|MSC_Id|Feed|BytesUp|BytesDown
2016-02-18@23:05:17.|273.0|1|22|171580431|6|CNCRCANZ51G|29|99815|4311017
2016-02-18@23:06:47.|254.0|1|19|171580431,171581711,171580431|6|HSTNTXGW01-PGW|29|94621|1913997
2016-02-18@23:09:51.|1763.0|1|19|171581960,171580687,171581968,171579664,171673864,171580431,171580688,171580431,171579408,171694609,171579408,171580431,171579408,171694609,171579408,171580431,171579408,171580688,171580431,171723281|6|CNCRCANZ41G|29|3165237|5469612
2016-02-18@23:03:18.|990.0|1|22|171581961,171580431|6|CNCRCANZ32G|29|659|1303
2016-02-18@23:09:25.|114.0|1|22|171580431|6|CNCRCANZ41G|29|28775|39635
2016-02-18@23:06:36.|191.0|1|0|171580431,171579408|6|CNCRCANZ41G|29|2646|6301
2016-02-18@23:05:42.|988.0|1|19|171579408,171580431,171579408,171580431,171580432,171579151,171579158,171579159,171713546,171580168,171580175,172212495,172196625,172212495|6|CNCRCANZ31G|29|48168|72243
2016-02-18@23:08:51.|286.0|1|19|171579151,171581711,171580432,171579151,171580432,171579151,171581711,171579408,171580431,171580688,171579408,171580688|6|CNCRCANZ31G|29|1300975|10046221
2016-02-18@23:01:49.|1189.0|1|22|172195857,172195864,171579158,171580432,171579158,171580431,171579151,171579158|6|CNCRCANZ11G|29|25415|58330
2016-02-18@23:02:08.|597.0|1|22|171582223,171579408,171581711,171579408,171591695,171580431,171723280,171723281,171723279,171580943|6|CNCRCANZ11G|29|41294|60913
2016-02-18@23:07:38.|312.0|1|22|171579408,171580431,171579408|6|CNCRCANZ12G|29|12597|15792
2016-02-18@23:04:10.|1002.0|1|19|172196625,172212495,171580175,172212495,171713552,171579145,171713546,171579145,171579408,171580432,171723280,171579151,171580432,171580688,171580431,171580688,171580431,171580688,171580431,171580688|6|CNCRCANZ31G|29|1549821|3371510
2016-02-18@23:07:27.|629.0|1|19|171580432,171579408,171580432,171580431,171580432,171581711,171580431,171580688,171580431,171580688,171579408,171580688,171580689|6|CNCRCANZ12G|29|179019|263147
2016-02-18@23:06:41.|1518.0|1|19|171581711,171579408,171580432,171580431,171580688,171580431,171673865,171673864,171579664,171581961,171579657,171579656|6|CNCRCANZ52G|29|42195|89272
